State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%),Class
Wisconsin,Arlington,41133,Mariner IV,41885,246,7.4,752,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Wisconsin,Arlington,41133,Mssunstra-C15,41885,246,7.41,752,365,4806,826.3,5.68,-0.47,11.14,0.07,3
Kentucky,Lexington,8/9/2012,Radiance HD,9/18/2014,261,7.46,770,402,4247.66,828.9,19.97157952,14.4778959,25.4492961,0.281900978,3
Kentucky,Lexington,4/5/2016,Rebound 6XT,9/15/2017,258,7.47,528,362,3452,724.1,19.51298909,14.20347295,24.73556235,0.289769593,3
Wisconsin,Arlington,41365,ONEIDA VR,42604,235,7.47,1239,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Kentucky,Lexington,4/5/2016,NF11ALF006,9/15/2017,258,7.5,528,362,3452,724.1,19.51298909,14.20347295,24.73556235,0.289769593,3
Kentucky,Lexington,4/5/2016,FSG 415BR,9/15/2017,258,7.53,528,362,3452,724.1,19.51298909,14.20347295,24.73556235,0.289769593,3
Kentucky,Lexington,8/9/2012,55V50,9/18/2014,261,7.54,770,402,4247.66,828.9,19.97157952,14.4778959,25.4492961,0.281900978,3
Kentucky,Lexington,8/9/2012,Phoenix,9/18/2014,261,7.57,770,402,4247.66,828.9,19.97157952,14.4778959,25.4492961,0.281900978,3
Kentucky,Lexington,4/5/2016,GA-497HD,9/15/2017,258,7.59,528,362,3452,724.1,19.51298909,14.20347295,24.73556235,0.289769593,3
Wisconsin,Lancaster,41730,Vernal,42605,236,7.6,875,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Kentucky,Lexington,4/5/2016,AM-14-900,9/15/2017,258,7.66,528,362,3452,724.1,19.51298909,14.20347295,24.73556235,0.289769593,3
Kentucky,Lexington,4/5/2016,Caliber,9/15/2017,258,7.67,528,362,3452,724.1,19.51298909,14.20347295,24.73556235,0.289769593,3
Kentucky,Lexington,4/5/2016,Ameristand 403T Plus,9/15/2017,258,7.68,528,362,3452,724.1,19.51298909,14.20347295,24.73556235,0.289769593,3
Kentucky,Lexington,4/5/2016,WL 365HQ,9/15/2017,258,7.69,528,362,3452,724.1,19.51298909,14.20347295,24.73556235,0.289769593,3
Kentucky,Lexington,4/5/2016,GA-505,9/15/2017,258,7.71,528,362,3452,724.1,19.51298909,14.20347295,24.73556235,0.289769593,3
Kentucky,Lexington,4/5/2016,LS 905,9/15/2017,258,7.71,528,362,3452,724.1,19.51298909,14.20347295,24.73556235,0.289769593,3
Kentucky,Lexington,4/5/2016,AM-09-600,9/15/2017,258,7.72,528,362,3452,724.1,19.51298909,14.20347295,24.73556235,0.289769593,3
Wisconsin,Arlington,41730, AFX  095026 ,42249,245,7.72,519,365,4638,747.3,6.89,1.38,12.03,0.08,3
Kentucky,Lexington,4/5/2016,AFX095026,9/15/2017,258,7.75,528,362,3452,724.1,19.51298909,14.20347295,24.73556235,0.289769593,3
Wisconsin,Arlington,41730, AFX h134094 ,42249,245,7.75,519,365,4638,747.3,6.89,1.38,12.03,0.08,3
Kentucky,Lexington,4/5/2016,Evermore,9/15/2017,258,7.76,528,362,3452,724.1,19.51298909,14.20347295,24.73556235,0.289769593,3
Kentucky,Lexington,4/5/2016,AFX095005,9/15/2017,258,7.77,528,362,3452,724.1,19.51298909,14.20347295,24.73556235,0.289769593,3
Kentucky,Lexington,4/5/2016,Saranac AR,9/15/2017,258,7.79,528,362,3452,724.1,19.51298909,14.20347295,24.73556235,0.289769593,3
Wisconsin,Arlington,41730, AFX h134092* ,42604,235,7.79,874,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Lancaster,41730,LH 9700,42605,236,7.8,875,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Lancaster,41730,55V50,42605,236,8,875,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Lancaster,41730,AFX 095023,42605,236,8,875,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Lancaster,41730,AFX 064022,42605,236,8,875,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Lancaster,41730,55Q27,42605,236,8,875,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,42095,CW054004*,42604,235,8.05,509,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,42095,SW5909*,42604,235,8.08,509,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,41730, AFX 064022* ,42604,235,8.11,874,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,41730, AFX 064022 ,42249,245,8.14,519,365,4638,747.3,6.89,1.38,12.03,0.08,3
Wisconsin,Arlington,41730, LH 9700 ,42604,235,8.17,874,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,41730, LS 706 ,42604,235,8.21,874,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,42095,msSunstra-145159*,42604,235,8.21,509,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,41730, Vernal ,42249,245,8.23,519,365,4638,747.3,6.89,1.38,12.03,0.08,3
Wisconsin,Arlington,41730, Vernal ,42604,235,8.26,874,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Lancaster,41730,Nuton Alf,42605,236,8.3,875,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,41730, 55V50 ,42604,235,8.34,874,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,42095,FF42.A2*,42604,235,8.34,509,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,41365,FSG 424,42604,235,8.39,1239,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,41730, LH 9700 ,42249,245,8.41,519,365,4638,747.3,6.89,1.38,12.03,0.08,3
Wisconsin,Arlington,41730, AFX h134094* ,42604,235,8.42,874,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,41730, AFX  095026* ,42604,235,8.43,874,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,41730, AFXh 134090* ,42604,235,8.45,874,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,41365,MSSUNSTRA-D14*,42604,235,8.47,1239,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,41365,BLUE JAY,42604,235,8.52,1239,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,41730, SW 4351* ,42604,235,8.58,874,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,41730, SW 4332 ,42249,245,8.6,519,365,4638,747.3,6.89,1.38,12.03,0.08,3
Wisconsin,Arlington,41730, AFX h134089* ,42604,235,8.61,874,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,41730, AFX h134093 ,42249,245,8.62,519,365,4638,747.3,6.89,1.38,12.03,0.08,3
Wisconsin,Arlington,41730, AFX h134093* ,42604,235,8.66,874,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,41730, 55Q27 ,42249,245,8.67,519,365,4638,747.3,6.89,1.38,12.03,0.08,3
Wisconsin,Arlington,42095,54Q14,42604,235,8.67,509,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,41365,C/W-104038*,42604,235,8.68,1239,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,41730, AFX h134089 ,42249,245,8.7,519,365,4638,747.3,6.89,1.38,12.03,0.08,3
Wisconsin,Arlington,41365,6585Q,42604,235,8.73,1239,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,42095,SW5208*,42604,235,8.75,509,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,41730, SW 4332 ,42604,235,8.76,874,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,41730, AFXA 113010* ,42604,235,8.77,874,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,41730, AFX 103009* ,42604,235,8.8,874,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,41365,5312,42604,235,8.81,1239,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,41365,L-455HD,42604,235,8.81,1239,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,41730, Nuton Alf ,42604,235,8.81,874,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,41730, LS 706 ,42249,245,8.86,519,365,4638,747.3,6.89,1.38,12.03,0.08,3
Wisconsin,Arlington,41730, 55Q27 ,42604,235,8.87,874,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,42095,vernal,42604,235,8.89,509,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,41365,HYBRIFORCE-3400QR*,42604,235,8.91,1239,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,41365,MSSUNSTRA-D12*,42604,235,8.91,1239,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,41365,6472A,42604,235,8.94,1239,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,42095,SW5213*,42604,235,8.99,509,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,41365,LEGENDAIRY XHD,42604,235,9.03,1239,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,42095,SW5113*,42604,235,9.05,509,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,41730, Nuton Alf ,42249,245,9.06,519,365,4638,747.3,6.89,1.38,12.03,0.08,3
Wisconsin,Arlington,41730, AFX h134092 ,42249,245,9.09,519,365,4638,747.3,6.89,1.38,12.03,0.08,3
Wisconsin,Arlington,41730, AFX h134091* ,42604,235,9.09,874,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,41730, AFX h134091 ,42249,245,9.1,519,365,4638,747.3,6.89,1.38,12.03,0.08,3
Wisconsin,Arlington,41730, AFXA 113010 ,42249,245,9.11,519,365,4638,747.3,6.89,1.38,12.03,0.08,3
Wisconsin,Arlington,41365,FSG 403LR,42604,235,9.12,1239,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,41730, AFX 103009 ,42249,245,9.14,519,365,4638,747.3,6.89,1.38,12.03,0.08,3
Wisconsin,Arlington,41365,VERNAL,42604,235,9.15,1239,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,41365,MALLARD 5,42604,235,9.21,1239,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,42095,55Q27,42604,235,9.27,509,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,42095,msSunstra-144110*,42604,235,9.29,509,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,41730, AFXh 134090 ,42249,245,9.34,519,365,4638,747.3,6.89,1.38,12.03,0.08,3
Wisconsin,Lancaster,41730,Vernal,42247,243,9.4,517,365,4638,747.3,6.89,1.38,12.03,0.08,3
Wisconsin,Arlington,41365,MSSUNSTRA-D13*,42604,235,9.43,1239,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,42095,msSunstra-145154*,42604,235,9.43,509,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,41730, SW 4351 ,42249,245,9.44,519,365,4638,747.3,6.89,1.38,12.03,0.08,3
Wisconsin,Arlington,41365,RAVEN,42604,235,9.46,1239,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,42095,HybriForce-3400,42604,235,9.46,509,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,41365,MSSUNSTRA-D15*,42604,235,9.48,1239,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,42095,SW4107,42604,235,9.5,509,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,41365,DG 4210,42604,235,9.54,1239,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,41365,MSSUNSTRA-D11*,42604,235,9.56,1239,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Lancaster,41730,AFX 064022,42247,243,9.6,517,365,4638,747.3,6.89,1.38,12.03,0.08,3
Wisconsin,Lancaster,41730,55V50,42247,243,9.6,517,365,4638,747.3,6.89,1.38,12.03,0.08,3
Wisconsin,Arlington,42095,55V50,42604,235,9.65,509,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Lancaster,41730,AFX h134093,42247,243,9.7,517,365,4638,747.3,6.89,1.38,12.03,0.08,3
Wisconsin,Arlington,41730, 55V50 ,42249,245,9.8,519,365,4638,747.3,6.89,1.38,12.03,0.08,3
Wisconsin,Arlington,41365,55V50,42604,235,9.91,1239,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Arlington,41365,ROADRUNNER,42604,235,10.06,1239,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Lancaster,41730,LH 9700,42247,243,10.1,517,365,4638,747.3,6.89,1.38,12.03,0.08,3
Wisconsin,Arlington,41365,55Q27,42604,235,10.17,1239,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Lancaster,41730,FSG 408 DP,42247,243,10.3,517,365,4638,747.3,6.89,1.38,12.03,0.08,3
Wisconsin,Arlington,41365,MSSUNSTRA-D16*,42604,235,10.3,1239,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Lancaster,41730,Mariner IV,42247,243,10.4,517,365,4638,747.3,6.89,1.38,12.03,0.08,3
Wisconsin,Arlington,42095,msSunstra-144142*,42604,235,10.41,509,365,4641,1023.5,9.45,4.19,14.51,0.08,3
Wisconsin,Lancaster,41730,AFX 095023,42247,243,10.6,517,365,4638,747.3,6.89,1.38,12.03,0.08,3
Wisconsin,Lancaster,41730,Nuton Alf,42247,243,10.8,517,365,4638,747.3,6.89,1.38,12.03,0.08,3
Wisconsin,Lancaster,41730,55Q27,42247,243,10.8,517,365,4638,747.3,6.89,1.38,12.03,0.08,3
Wisconsin,Arlington,42095,msSunstra-144131*,42604,235,11.08,509,365,4641,1023.5,9.45,4.19,14.51,0.08,3
