,State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%),Harvested in Sown Year,First Date of Season,Percent Cover (%),,Class
78,Georgia,Athens,10/10/2007,Attention II,5/6/2009,126,1.29,574,151,871.67,236.224,15.3534,9.3272,21.4102,0.15866,0,1,85.17460317,,4
88,Georgia,Athens,10/10/2007,Hybri Force 700,5/6/2009,126,1.29,574,151,871.67,236.224,15.3534,9.3272,21.4102,0.15866,0,1,94.34920635,,4
164,Georgia,Athens,10/10/2007,CW 35106,6/16/2010,167,1.29,980,54,1045.9,193.304,22.4546,17.2004,28.3842,0.14282,0,0,67.65027322,,4
298,Georgia,Tifton,2/21/2008,PGI 801,6/17/2009,168,1.29,482,41,818.95,170.686,23.79317073,19.56804878,29.00121951,0.166853659,0,0,NA,,4
305,Georgia,Tifton,2/21/2008,Attention II,6/17/2009,168,1.29,482,41,818.95,170.686,23.79317073,19.56804878,29.00121951,0.166853659,0,0,NA,,4
377,Georgia,Tifton,2/21/2008,TS 8031,5/6/2010,126,1.29,805,149,1019.92,224.58,18.2468,12.3394,24.1904,0.15262,0,1,71.47231121,,4
891,Kentucky,Lexington,8/9/2012,CW 085028,7/12/2013,193,1.29,337,30,619.69,258.9,22.61333333,17.84666667,27.43666667,0.348333333,0,0,100,,4
968,Kentucky,Lexington,8/9/2012,CW 065030,7/17/2014,198,1.29,707,37,861.23,80.5,23.08378378,17.64054054,28.59459459,0.223594595,0,0,100,,4
1108,Kentucky,Lexington,8/9/2012,CW 065030,7/13/2016,195,1.29,1434,34,730.22,112.7,23.52058824,18.19411765,28.75294118,0.224411765,0,0,93.3814433,,4
1132,Kentucky,Lexington,8/9/2012,GA-505,6/6/2017,157,1.29,1762,35,618.72,113.8,18.5,12.78333333,24.06,0.308290323,0,0,91,,4
1282,Kentucky,Lexington,3/31/2015,Caliber,7/13/2016,195,1.29,470,34,730.22,112.7,23.52058824,18.19411765,28.75294118,0.224411765,0,0,95.18134715,,4
1366,Kentucky,Lexington,3/31/2015,Caliber,6/13/2018,164,1.29,1170,34,742.87,120.5,22.43529412,17.56470588,27.64117647,0.284147059,0,0,92.53333333,,4
1578,Kentucky,Lexington,4/5/2016,AFX095026,5/10/2018,130,1.29,765,237,799.98,232.2,10.73673469,5.232653061,15.91632653,0.378285714,0,1,93.29230769,,4
79,Georgia,Athens,10/10/2007,Attention II,6/26/2009,177,1.28,625,51,1013.91,88.134,23.1086,18.148,29.072,0.1306,0,0,84.9047619,,4
83,Georgia,Athens,10/10/2007,Bulldog 805,5/6/2009,126,1.28,574,151,871.67,236.224,15.3534,9.3272,21.4102,0.15866,0,1,84.46031746,,4
159,Georgia,Athens,10/10/2007,Hybri Force 600,6/16/2010,167,1.28,980,54,1045.9,193.304,22.4546,17.2004,28.3842,0.14282,0,0,75.92786885,,4
359,Georgia,Tifton,2/21/2008,Bulldog 805,5/6/2010,126,1.28,805,149,1019.92,224.58,18.2468,12.3394,24.1904,0.15262,0,1,82.45560641,,4
1033,Kentucky,Lexington,8/9/2012,CW 085028,7/16/2015,197,1.28,1071,35,646.13,335.6,23.23428571,19.26571429,28.20857143,0.311457143,0,0,98.46428571,,4
1142,Kentucky,Lexington,8/9/2012,Caliber,6/6/2017,157,1.28,1762,35,618.72,113.8,18.5,12.78333333,24.06,0.308290323,0,0,86.48130841,,4
1147,Kentucky,Lexington,8/9/2012,Evermore,6/6/2017,157,1.28,1762,35,618.72,113.8,18.5,12.78333333,24.06,0.308290323,0,0,88.51869159,,4
1247,Kentucky,Lexington,8/9/2012,CW 065030,6/11/2018,162,1.28,2132,32,715.37,112.3,22.490625,17.509375,27.6875,0.2894375,0,0,81.6974359,,4
1318,Kentucky,Lexington,3/31/2015,Saranac AR,8/16/2016,229,1.28,504,34,671.88,139.2,25.20294118,20.92058824,30.45,0.294147059,0,0,89,,4
1356,Kentucky,Lexington,3/31/2015,Buffalo,6/6/2017,157,1.28,798,35,618.72,113.8,18.5,12.78333333,24.06,0.308290323,0,0,83.60465116,,4
1515,Kentucky,Lexington,4/5/2016,AFX095005,7/8/2017,189,1.28,459,32,709.39,179.5,22.153125,17.20625,27.278125,0.26028125,0,0,93.25581395,,4
63,Georgia,Athens,10/10/2007,Evermore,5/6/2009,126,1.27,574,151,871.67,236.224,15.3534,9.3272,21.4102,0.15866,0,1,84.58730159,,4
150,Georgia,Athens,10/10/2007,Bulldog 805,7/13/2010,194,1.27,1007,27,614.49,148.828,26.49259259,21.29185185,32.63814815,0.143888889,0,0,71.94672131,,4
292,Georgia,Tifton,2/21/2008,BaraWet 501,7/30/2009,211,1.27,525,43,1014.1,175.77,26.90860465,22.19534884,32.54325581,0.110348837,0,0,NA,,4
319,Georgia,Tifton,2/21/2008,Hybri Force 700,6/17/2009,168,1.27,482,41,818.95,170.686,23.79317073,19.56804878,29.00121951,0.166853659,0,0,NA,,4
360,Georgia,Tifton,2/21/2008,Bulldog 805,6/20/2010,171,1.27,850,45,1094.05,89.414,25.44977778,20.34777778,31.42155556,0.118066667,0,0,82.32173913,,4
389,Georgia,Tifton,2/21/2008,Hybri Force 700,5/6/2010,126,1.27,805,149,1019.92,224.58,18.2468,12.3394,24.1904,0.15262,0,1,77,,4
979,Kentucky,Lexington,8/9/2012,55V50,8/13/2015,225,1.27,1099,28,615.93,159.7,23.53928571,18.61428571,28.62857143,0.343,0,0,99,,4
983,Kentucky,Lexington,8/9/2012,Phoenix,7/16/2015,197,1.27,1071,35,646.13,335.6,23.23428571,19.26571429,28.20857143,0.311457143,0,0,95,,4
1167,Kentucky,Lexington,8/9/2012,Arc,6/6/2017,157,1.27,1762,35,618.72,113.8,18.5,12.78333333,24.06,0.308290323,0,0,75.14953271,,4
1361,Kentucky,Lexington,3/31/2015,Ameristand 427TQ,6/13/2018,164,1.27,1170,34,742.87,120.5,22.43529412,17.56470588,27.64117647,0.284147059,0,0,90.53333333,,4
1538,Kentucky,Lexington,4/5/2016,Contender,5/10/2018,130,1.27,765,237,799.98,232.2,10.73673469,5.232653061,15.91632653,0.378285714,0,1,92.70769231,,4
68,Georgia,Athens,10/10/2007,Phoenix,5/6/2009,126,1.26,574,151,871.67,236.224,15.3534,9.3272,21.4102,0.15866,0,1,82.46031746,,4
180,Georgia,Midville,11/1/2007,BaraWet 501,7/23/2008,205,1.26,265,44,1050.64,117.354,26.37795455,20.74068182,33.53659091,0.160363636,0,0,NA,,4
326,Georgia,Tifton,2/21/2008,TS 8031,6/17/2009,168,1.26,482,41,818.95,170.686,23.79317073,19.56804878,29.00121951,0.166853659,0,0,NA,,4
334,Georgia,Tifton,2/21/2008,Bulldog 805,7/30/2009,211,1.26,525,43,1014.1,175.77,26.90860465,22.19534884,32.54325581,0.110348837,0,0,NA,,4
1072,Kentucky,Lexington,8/9/2012,Caliber,6/9/2016,161,1.26,1400,34,667.8,158,18.04117647,12.62647059,23.35588235,0.330911765,0,0,92.57731959,,4
1386,Kentucky,Lexington,3/31/2015,Contender,6/13/2018,164,1.26,1170,34,742.87,120.5,22.43529412,17.56470588,27.64117647,0.284147059,0,0,88.6,,4
1491,Kentucky,Lexington,4/5/2016,GA-505,8/8/2017,220,1.26,490,31,666.07,124.9,23.55483871,18.16451613,28.4483871,0.267322581,0,0,90,,4
59,Georgia,Athens,10/10/2007,CW 500,6/26/2009,177,1.25,625,51,1013.91,88.134,23.1086,18.148,29.072,0.1306,0,0,88.71428571,,4
190,Georgia,Midville,11/1/2007,GA-505,7/23/2008,205,1.25,265,44,1050.64,117.354,26.37795455,20.74068182,33.53659091,0.160363636,0,0,NA,,4
320,Georgia,Tifton,2/21/2008,Hybri Force 700,7/30/2009,211,1.25,525,43,1014.1,175.77,26.90860465,22.19534884,32.54325581,0.110348837,0,0,NA,,4
882,Kentucky,Lexington,8/9/2012,Arc,11/16/2012,321,1.25,99,99,572.21,85.6,10.984,5.712,16.092,0.22778,1,1,100,,4
984,Kentucky,Lexington,8/9/2012,Phoenix,8/13/2015,225,1.25,1099,28,615.93,159.7,23.53928571,18.61428571,28.62857143,0.343,0,0,95,,4
1451,Kentucky,Lexington,4/5/2016,Ameristand 403T Plus,8/8/2017,220,1.25,490,31,666.07,124.9,23.55483871,18.16451613,28.4483871,0.267322581,0,0,91.77209302,,4
1583,Kentucky,Lexington,4/5/2016,AFX095005,5/10/2018,130,1.25,765,237,799.98,232.2,10.73673469,5.232653061,15.91632653,0.378285714,0,1,94.29230769,,4
327,Georgia,Tifton,2/21/2008,TS 8031,7/30/2009,211,1.24,525,43,1014.1,175.77,26.90860465,22.19534884,32.54325581,0.110348837,0,0,NA,,4
900,Kentucky,Lexington,8/9/2012,GA-ALFG-1,11/16/2012,321,1.24,99,99,572.21,85.6,10.984,5.712,16.092,0.22778,1,1,99.71264368,,4
902,Kentucky,Lexington,8/9/2012,GA-ALFG-1,6/12/2013,163,1.24,307,30,618.24,92.2,19.75333333,14.74333333,24.95,0.31,0,0,98.11578947,,4
1112,Kentucky,Lexington,8/9/2012,GA-ALFG-1,6/9/2016,161,1.24,1400,34,667.8,158,18.04117647,12.62647059,23.35588235,0.330911765,0,0,92.00515464,,4
1232,Kentucky,Lexington,8/9/2012,Withstand,6/11/2018,162,1.24,2132,32,715.37,112.3,22.490625,17.509375,27.6875,0.2894375,0,0,74.32820513,,4
1506,Kentucky,Lexington,4/5/2016,AM-14-900,8/8/2017,220,1.24,490,31,666.07,124.9,23.55483871,18.16451613,28.4483871,0.267322581,0,0,94.31627907,,4
54,Georgia,Athens,10/10/2007,GA-505,6/26/2009,177,1.23,625,51,1013.91,88.134,23.1086,18.148,29.072,0.1306,0,0,84.16666667,,4
251,Georgia,Tifton,2/21/2008,Hybri Force 600,9/10/2008,254,1.23,202,42,796.16,313.892,25.73333333,21.86714286,30.93047619,0.122833333,1,0,NA,,4
390,Georgia,Tifton,2/21/2008,Hybri Force 700,6/20/2010,171,1.23,850,45,1094.05,89.414,25.44977778,20.34777778,31.42155556,0.118066667,0,0,77,,4
864,Kentucky,Lexington,8/9/2012,GA-505,11/16/2012,321,1.23,99,99,572.21,85.6,10.984,5.712,16.092,0.22778,1,1,100,,4
1227,Kentucky,Lexington,8/9/2012,Saranac AR,6/11/2018,162,1.23,2132,32,715.37,112.3,22.490625,17.509375,27.6875,0.2894375,0,0,56.85128205,,4
1391,Kentucky,Lexington,3/31/2015,Saranac AR,6/13/2018,164,1.23,1170,34,742.87,120.5,22.43529412,17.56470588,27.64117647,0.284147059,0,0,77.8,,4
1480,Kentucky,Lexington,4/5/2016,WL 365HQ,7/8/2017,189,1.23,459,32,709.39,179.5,22.153125,17.20625,27.278125,0.26028125,0,0,94.62790698,,4
40,Georgia,Athens,10/10/2007,Hybri Force 700,5/6/2008,127,1.22,209,209,922.9,98.288,14.8864,8.691,21.1202,0.15088,0,1,NA,,4
69,Georgia,Athens,10/10/2007,Phoenix,6/26/2009,177,1.22,625,51,1013.91,88.134,23.1086,18.148,29.072,0.1306,0,0,80.97619048,,4
355,Georgia,Tifton,2/21/2008,Bara 503,7/30/2009,211,1.22,525,43,1014.1,175.77,26.90860465,22.19534884,32.54325581,0.110348837,0,0,NA,,4
908,Kentucky,Lexington,8/9/2012,55V50,7/17/2014,198,1.22,707,37,861.23,80.5,23.08378378,17.64054054,28.59459459,0.223594595,0,0,100,,4
913,Kentucky,Lexington,8/9/2012,Phoenix,7/17/2014,198,1.22,707,37,861.23,80.5,23.08378378,17.64054054,28.59459459,0.223594595,0,0,96.13829787,,4
1222,Kentucky,Lexington,8/9/2012,Caliber,6/11/2018,162,1.22,2132,32,715.37,112.3,22.490625,17.509375,27.6875,0.2894375,0,0,77.15384615,,4
1517,Kentucky,Lexington,4/5/2016,AFX095005,9/15/2017,258,1.22,528,38,677.98,145.3,20.14473684,15,25.31578947,0.289157895,0,0,93.89767442,,4
1588,Kentucky,Lexington,4/5/2016,AM-14-900,5/10/2018,130,1.22,765,237,799.98,232.2,10.73673469,5.232653061,15.91632653,0.378285714,0,1,93.70769231,,4
145,Georgia,Athens,10/10/2007,Attention II,7/13/2010,194,1.21,1007,27,614.49,148.828,26.49259259,21.29185185,32.63814815,0.143888889,0,0,83.88469945,,4
199,Georgia,Midville,11/1/2007,CW 36106,6/9/2008,161,1.21,221,34,848.77,92.72,23.67147059,17.56764706,30.27588235,0.206176471,0,0,NA,,4
203,Georgia,Midville,11/1/2007,Attention II,5/6/2008,127,1.21,187,187,1001.01,147.574,16.5908,10.177,23.4432,0.20836,0,1,NA,,4
263,Georgia,Tifton,2/21/2008,Hybri Force 700,9/10/2008,254,1.21,202,42,796.16,313.892,25.73333333,21.86714286,30.93047619,0.122833333,1,0,NA,,4
825,Kentucky,Lexington,8/9/2012,55V50,7/12/2013,193,1.21,337,30,619.69,258.9,22.61333333,17.84666667,27.43666667,0.348333333,0,0,100,,4
870,Kentucky,Lexington,8/9/2012,Saranac AR,11/16/2012,321,1.21,99,99,572.21,85.6,10.984,5.712,16.092,0.22778,1,1,100,,4
1063,Kentucky,Lexington,8/9/2012,GA-505,7/13/2016,195,1.21,1434,34,730.22,112.7,23.52058824,18.19411765,28.75294118,0.224411765,0,0,93.58762887,,4
1283,Kentucky,Lexington,3/31/2015,Caliber,8/16/2016,229,1.21,504,34,671.88,139.2,25.20294118,20.92058824,30.45,0.294147059,0,0,94.65284974,,4
1461,Kentucky,Lexington,4/5/2016,Contender,8/8/2017,220,1.21,490,31,666.07,124.9,23.55483871,18.16451613,28.4483871,0.267322581,0,0,93.77209302,,4
1581,Kentucky,Lexington,4/5/2016,AFX095026,8/13/2018,225,1.21,860,34,669.62,215,23.33636364,18.4030303,28.26363636,0.265393939,0,0,93.77948718,,4
73,Georgia,Athens,10/10/2007,Bara 503,5/6/2009,126,1.2,574,151,871.67,236.224,15.3534,9.3272,21.4102,0.15866,0,1,89.76190476,,4
125,Georgia,Athens,10/10/2007,GA-505,7/13/2010,194,1.2,1007,27,614.49,148.828,26.49259259,21.29185185,32.63814815,0.143888889,0,0,78.29043716,,4
169,Georgia,Midville,11/1/2007,PGI 801,6/9/2008,161,1.2,221,34,848.77,92.72,23.67147059,17.56764706,30.27588235,0.206176471,0,0,NA,,4
299,Georgia,Tifton,2/21/2008,PGI 801,7/30/2009,211,1.2,525,43,1014.1,175.77,26.90860465,22.19534884,32.54325581,0.110348837,0,0,NA,,4
988,Kentucky,Lexington,8/9/2012,Radiance HD,7/16/2015,197,1.2,1071,35,646.13,335.6,23.23428571,19.26571429,28.20857143,0.311457143,0,0,94.53571429,,4
1008,Kentucky,Lexington,8/9/2012,Evermore,7/16/2015,197,1.2,1071,35,646.13,335.6,23.23428571,19.26571429,28.20857143,0.311457143,0,0,97.46428571,,4
1288,Kentucky,Lexington,3/31/2015,Fierce,8/16/2016,229,1.2,504,34,671.88,139.2,25.20294118,20.92058824,30.45,0.294147059,0,0,90.0880829,,4
1511,Kentucky,Lexington,4/5/2016,AM-09-600,8/8/2017,220,1.2,490,31,666.07,124.9,23.55483871,18.16451613,28.4483871,0.267322581,0,0,94,,4
103,Georgia,Athens,10/10/2007,CW 35106,5/6/2009,126,1.19,574,151,871.67,236.224,15.3534,9.3272,21.4102,0.15866,0,1,90.11111111,,4
183,Georgia,Midville,11/1/2007,Hybri Force 600,5/6/2008,127,1.19,187,187,1001.01,147.574,16.5908,10.177,23.4432,0.20836,0,1,NA,,4
210,Georgia,Midville,11/1/2007,Hybri Force 700,7/23/2008,205,1.19,265,44,1050.64,117.354,26.37795455,20.74068182,33.53659091,0.160363636,0,0,NA,,4
843,Kentucky,Lexington,8/9/2012,4030,7/12/2013,193,1.19,337,30,619.69,258.9,22.61333333,17.84666667,27.43666667,0.348333333,0,0,99.4,,4
1084,Kentucky,Lexington,8/9/2012,Saranac AR,8/18/2016,231,1.19,1470,36,694.35,170.6,25.13055556,20.98888889,30.29444444,0.296111111,0,0,85.11340206,,4
1301,Kentucky,Lexington,3/31/2015,Ameristand 427TQ,6/9/2016,161,1.19,436,34,667.8,158,18.04117647,12.62647059,23.35588235,0.330911765,0,0,94.84974093,,4
1312,Kentucky,Lexington,3/31/2015,Contender,7/13/2016,195,1.19,470,34,730.22,112.7,23.52058824,18.19411765,28.75294118,0.224411765,0,0,92.96891192,,4
1528,Kentucky,Lexington,4/5/2016,FSG 415BR,5/10/2018,130,1.19,765,237,799.98,232.2,10.73673469,5.232653061,15.91632653,0.378285714,0,1,91.29230769,,4
1585,Kentucky,Lexington,4/5/2016,AFX095005,7/10/2018,191,1.19,826,27,569.08,95.9,24.58148148,19.85925926,29.78148148,0.246,0,0,94.60512821,,4
189,Georgia,Midville,11/1/2007,GA-505,6/9/2008,161,1.18,221,34,848.77,92.72,23.67147059,17.56764706,30.27588235,0.206176471,0,0,NA,,4
837,Kentucky,Lexington,8/9/2012,Evermore,7/12/2013,193,1.18,337,30,619.69,258.9,22.61333333,17.84666667,27.43666667,0.348333333,0,0,100,,4
1118,Kentucky,Lexington,8/9/2012,55V50,7/8/2017,189,1.18,1794,32,709.39,179.5,22.153125,17.20625,27.278125,0.26028125,0,0,89.73831776,,4
1287,Kentucky,Lexington,3/31/2015,Fierce,7/13/2016,195,1.18,470,34,730.22,112.7,23.52058824,18.19411765,28.75294118,0.224411765,0,0,90.96891192,,4
1311,Kentucky,Lexington,3/31/2015,Contender,6/9/2016,161,1.18,436,34,667.8,158,18.04117647,12.62647059,23.35588235,0.330911765,0,0,93.84974093,,4
1317,Kentucky,Lexington,3/31/2015,Saranac AR,7/13/2016,195,1.18,470,34,730.22,112.7,23.52058824,18.19411765,28.75294118,0.224411765,0,0,89,,4
1352,Kentucky,Lexington,3/31/2015,Saranac AR,7/8/2017,189,1.18,830,32,709.39,179.5,22.153125,17.20625,27.278125,0.26028125,0,0,84.74418605,,4
1376,Kentucky,Lexington,3/31/2015,Fierce,6/13/2018,164,1.18,1170,34,742.87,120.5,22.43529412,17.56470588,27.64117647,0.284147059,0,0,85.53333333,,4
1471,Kentucky,Lexington,4/5/2016,Rebound 6XT,8/8/2017,220,1.18,490,31,666.07,124.9,23.55483871,18.16451613,28.4483871,0.267322581,0,0,93.77209302,,4
1524,Kentucky,Lexington,4/5/2016,NF11ALF006,6/6/2017,157,1.18,427,35,618.72,113.8,18.5,12.78333333,24.06,0.308290323,0,0,91.47906977,,4
135,Georgia,Athens,10/10/2007,Bara 503,7/13/2010,194,1.17,1007,27,614.49,148.828,26.49259259,21.29185185,32.63814815,0.143888889,0,0,74.74043716,,4
171,Georgia,Midville,11/1/2007,PGI 801,9/5/2008,249,1.17,309,44,873.37,171.966,26.09136364,21.6125,32.44886364,0.189909091,0,0,NA,,4
365,Georgia,Tifton,2/21/2008,PGI 801,5/6/2010,126,1.17,805,149,1019.92,224.58,18.2468,12.3394,24.1904,0.15262,0,1,73.91624714,,4
923,Kentucky,Lexington,8/9/2012,GA-505,7/17/2014,198,1.17,707,37,861.23,80.5,23.08378378,17.64054054,28.59459459,0.223594595,0,0,98,,4
1034,Kentucky,Lexington,8/9/2012,CW 085028,8/13/2015,225,1.17,1099,28,615.93,159.7,23.53928571,18.61428571,28.62857143,0.343,0,0,98.32142857,,4
1242,Kentucky,Lexington,8/9/2012,Arc,6/11/2018,162,1.17,2132,32,715.37,112.3,22.490625,17.509375,27.6875,0.2894375,0,0,55.22051282,,4
1286,Kentucky,Lexington,3/31/2015,Fierce,6/9/2016,161,1.17,436,34,667.8,158,18.04117647,12.62647059,23.35588235,0.330911765,0,0,91.84974093,,4
1347,Kentucky,Lexington,3/31/2015,Contender,7/8/2017,189,1.17,830,32,709.39,179.5,22.153125,17.20625,27.278125,0.26028125,0,0,90.74418605,,4
1396,Kentucky,Lexington,3/31/2015,Buffalo,6/13/2018,164,1.17,1170,34,742.87,120.5,22.43529412,17.56470588,27.64117647,0.284147059,0,0,76.2,,4
195,Georgia,Midville,11/1/2007,Bulldog 805,7/23/2008,205,1.16,265,44,1050.64,117.354,26.37795455,20.74068182,33.53659091,0.160363636,0,0,NA,,4
271,Georgia,Tifton,2/21/2008,Bulldog 805,9/10/2008,254,1.16,202,42,796.16,313.892,25.73333333,21.86714286,30.93047619,0.122833333,1,0,NA,,4
341,Georgia,Tifton,2/21/2008,Hybri Force 600,7/30/2009,211,1.16,525,43,1014.1,175.77,26.90860465,22.19534884,32.54325581,0.110348837,0,0,NA,,4
925,Kentucky,Lexington,8/9/2012,GA-505,9/18/2014,261,1.16,770,34,574.45,218.9,21.69411765,16.94117647,26.73823529,0.317352941,0,0,98,,4
994,Kentucky,Lexington,8/9/2012,4030,8/13/2015,225,1.16,1099,28,615.93,159.7,23.53928571,18.61428571,28.62857143,0.343,0,0,96.67857143,,4
1326,Kentucky,Lexington,3/31/2015,Caliber,6/6/2017,157,1.16,798,35,618.72,113.8,18.5,12.78333333,24.06,0.308290323,0,0,93,,4
1526,Kentucky,Lexington,4/5/2016,NF11ALF006,8/8/2017,220,1.16,490,31,666.07,124.9,23.55483871,18.16451613,28.4483871,0.267322581,0,0,91.77209302,,4
1553,Kentucky,Lexington,4/5/2016,Evermore,5/10/2018,130,1.16,765,237,799.98,232.2,10.73673469,5.232653061,15.91632653,0.378285714,0,1,96,,4
1655,Kentucky,Lexington,4/5/2017,Fierce,8/13/2018,225,1.16,495,34,669.62,215,23.33636364,18.4030303,28.26363636,0.265393939,0,0,95.22051282,,4
64,Georgia,Athens,10/10/2007,Evermore,6/26/2009,177,1.15,625,51,1013.91,88.134,23.1086,18.148,29.072,0.1306,0,0,84.45238095,,4
115,Georgia,Athens,10/10/2007,CW 500,7/13/2010,194,1.15,1007,27,614.49,148.828,26.49259259,21.29185185,32.63814815,0.143888889,0,0,78.21721311,,4
198,Georgia,Midville,11/1/2007,CW 36106,5/6/2008,127,1.15,187,187,1001.01,147.574,16.5908,10.177,23.4432,0.20836,0,1,NA,,4
204,Georgia,Midville,11/1/2007,Attention II,6/9/2008,161,1.15,221,34,848.77,92.72,23.67147059,17.56764706,30.27588235,0.206176471,0,0,NA,,4
333,Georgia,Tifton,2/21/2008,Bulldog 805,6/17/2009,168,1.15,482,41,818.95,170.686,23.79317073,19.56804878,29.00121951,0.166853659,0,0,NA,,4
354,Georgia,Tifton,2/21/2008,Bara 503,6/17/2009,168,1.15,482,41,818.95,170.686,23.79317073,19.56804878,29.00121951,0.166853659,0,0,NA,,4
822,Kentucky,Lexington,8/9/2012,55V50,11/16/2012,321,1.15,99,99,572.21,85.6,10.984,5.712,16.092,0.22778,1,1,100,,4
861,Kentucky,Lexington,8/9/2012,Radiance HD,7/12/2013,193,1.15,337,30,619.69,258.9,22.61333333,17.84666667,27.43666667,0.348333333,0,0,100,,4
897,Kentucky,Lexington,8/9/2012,CW 065030,7/12/2013,193,1.15,337,30,619.69,258.9,22.61333333,17.84666667,27.43666667,0.348333333,0,0,100,,4
1003,Kentucky,Lexington,8/9/2012,Caliber,7/16/2015,197,1.15,1071,35,646.13,335.6,23.23428571,19.26571429,28.20857143,0.311457143,0,0,95.92857143,,4
1252,Kentucky,Lexington,8/9/2012,GA-ALFG-1,6/11/2018,162,1.15,2132,32,715.37,112.3,22.490625,17.509375,27.6875,0.2894375,0,0,64.58974359,,4
1332,Kentucky,Lexington,3/31/2015,Ameristand 403T Plus,7/8/2017,189,1.15,830,32,709.39,179.5,22.153125,17.20625,27.278125,0.26028125,0,0,89.37209302,,4
1337,Kentucky,Lexington,3/31/2015,Fierce,7/8/2017,189,1.15,830,32,709.39,179.5,22.153125,17.20625,27.278125,0.26028125,0,0,85,,4
1466,Kentucky,Lexington,4/5/2016,GA-497HD,8/8/2017,220,1.15,490,31,666.07,124.9,23.55483871,18.16451613,28.4483871,0.267322581,0,0,96,,4
1492,Kentucky,Lexington,4/5/2016,GA-505,9/15/2017,258,1.15,528,38,677.98,145.3,20.14473684,15,25.31578947,0.289157895,0,0,90,,4
93,Georgia,Athens,10/10/2007,TS 4010,5/6/2009,126,1.14,574,151,871.67,236.224,15.3534,9.3272,21.4102,0.15866,0,1,87.6984127,,4
170,Georgia,Midville,11/1/2007,PGI 801,7/23/2008,205,1.14,265,44,1050.64,117.354,26.37795455,20.74068182,33.53659091,0.160363636,0,0,NA,,4
179,Georgia,Midville,11/1/2007,BaraWet 501,6/9/2008,161,1.14,221,34,848.77,92.72,23.67147059,17.56764706,30.27588235,0.206176471,0,0,NA,,4
1308,Kentucky,Lexington,3/31/2015,Buffalo,8/16/2016,229,1.14,504,34,671.88,139.2,25.20294118,20.92058824,30.45,0.294147059,0,0,90.0880829,,4
94,Georgia,Athens,10/10/2007,TS 4010,6/26/2009,177,1.13,625,51,1013.91,88.134,23.1086,18.148,29.072,0.1306,0,0,86.61904762,,4
193,Georgia,Midville,11/1/2007,Bulldog 805,5/6/2008,127,1.13,187,187,1001.01,147.574,16.5908,10.177,23.4432,0.20836,0,1,NA,,4
831,Kentucky,Lexington,8/9/2012,Phoenix,7/12/2013,193,1.13,337,30,619.69,258.9,22.61333333,17.84666667,27.43666667,0.348333333,0,0,97.8,,4
1124,Kentucky,Lexington,8/9/2012,Phoenix,8/8/2017,220,1.13,1825,31,666.07,124.9,23.55483871,18.16451613,28.4483871,0.267322581,0,0,86.77570093,,4
1456,Kentucky,Lexington,4/5/2016,FSG 415BR,8/8/2017,220,1.13,490,31,666.07,124.9,23.55483871,18.16451613,28.4483871,0.267322581,0,0,91,,4
1481,Kentucky,Lexington,4/5/2016,WL 365HQ,8/8/2017,220,1.13,490,31,666.07,124.9,23.55483871,18.16451613,28.4483871,0.267322581,0,0,94.77209302,,4
1543,Kentucky,Lexington,4/5/2016,Ameristand 403T Plus,5/10/2018,130,1.13,765,237,799.98,232.2,10.73673469,5.232653061,15.91632653,0.378285714,0,1,91.29230769,,4
1558,Kentucky,Lexington,4/5/2016,GA-505,5/10/2018,130,1.13,765,237,799.98,232.2,10.73673469,5.232653061,15.91632653,0.378285714,0,1,90,,4
44,Georgia,Athens,10/10/2007,CW 35106,5/6/2008,127,1.12,209,209,922.9,98.288,14.8864,8.691,21.1202,0.15088,0,1,NA,,4
65,Georgia,Athens,10/10/2007,Evermore,8/6/2009,218,1.12,666,41,897.29,53.594,25.55829268,20.13487805,31.82756098,0.098097561,0,0,84.34391534,,4
155,Georgia,Athens,10/10/2007,Hybri Force 700,7/13/2010,194,1.12,1007,27,614.49,148.828,26.49259259,21.29185185,32.63814815,0.143888889,0,0,85.42786885,,4
165,Georgia,Athens,10/10/2007,CW 35106,7/13/2010,194,1.12,1007,27,614.49,148.828,26.49259259,21.29185185,32.63814815,0.143888889,0,0,64.95765027,,4
310,Georgia,Tifton,2/21/2008,GA-505,4/7/2009,97,1.12,411,146,814.55,402.9,14.1446,8.7024,20.0602,0.16648,0,1,NA,,4
347,Georgia,Tifton,2/21/2008,PGI 909,6/17/2009,168,1.12,482,41,818.95,170.686,23.79317073,19.56804878,29.00121951,0.166853659,0,0,NA,,4
844,Kentucky,Lexington,8/9/2012,4030,8/12/2013,224,1.12,368,31,638.35,136.4,22.8,18.21935484,27.41290323,0.331451613,0,0,99.23684211,,4
852,Kentucky,Lexington,8/9/2012,Ameristand 403T,11/16/2012,321,1.12,99,99,572.21,85.6,10.984,5.712,16.092,0.22778,1,1,100,,4
1078,Kentucky,Lexington,8/9/2012,Evermore,7/13/2016,195,1.12,1434,34,730.22,112.7,23.52058824,18.19411765,28.75294118,0.224411765,0,0,91.77835052,,4
1342,Kentucky,Lexington,3/31/2015,FSG-426,7/8/2017,189,1.12,830,32,709.39,179.5,22.153125,17.20625,27.278125,0.26028125,0,0,93.25581395,,4
