,State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%),Harvested in Sown Year,First Date of Season,Percent Cover (%),,Class
17,Georgia,Athens,10/10/2007,Phoenix,6/20/2008,172,0.47,254,45,1045.84,85.106,23.02977778,16.89888889,29.45133333,0.1252,0,0,NA,,1
294,Georgia,Tifton,2/21/2008,BaraWet 501,11/4/2009,308,0.47,622,47,676.75,125.986,20.91042553,16.06361702,26.61702128,0.122914894,0,0,84,,1
25,Georgia,Athens,10/10/2007,Attention II,6/20/2008,172,0.46,254,45,1045.84,85.106,23.02977778,16.89888889,29.45133333,0.1252,0,0,NA,,1
281,Georgia,Tifton,2/21/2008,Bara 503,6/18/2008,170,0.46,118,118,1261.64,83.558,23.9276,18.262,30.0158,0.10612,1,1,NA,,1
301,Georgia,Tifton,2/21/2008,PGI 801,11/4/2009,308,0.46,622,47,676.75,125.986,20.91042553,16.06361702,26.61702128,0.122914894,0,0,74,,1
37,Georgia,Athens,10/10/2007,Hybri Force 600,6/20/2008,172,0.45,254,45,1045.84,85.106,23.02977778,16.89888889,29.45133333,0.1252,0,0,NA,,1
315,Georgia,Tifton,2/21/2008,GA-505,11/4/2009,308,0.45,622,47,676.75,125.986,20.91042553,16.06361702,26.61702128,0.122914894,0,0,74,,1
232,Georgia,Midville,11/1/2007,Hybri Force 700,8/14/2009,226,0.44,652,50,1097.84,162.048,26.678,21.5494,33.1964,0.16648,0,0,NA,,1
256,Georgia,Tifton,2/21/2008,GA-505,11/11/2008,316,0.44,264,62,801.86,163.046,17.7974,12.3276,24.0582,0.1406,1,0,NA,,1
336,Georgia,Tifton,2/21/2008,Bulldog 805,11/4/2009,308,0.44,622,47,676.75,125.986,20.91042553,16.06361702,26.61702128,0.122914894,0,0,83,,1
236,Georgia,Midville,11/1/2007,Bulldog 805,8/14/2009,226,0.43,652,50,1097.84,162.048,26.678,21.5494,33.1964,0.16648,0,0,NA,,1
197,Georgia,Midville,11/1/2007,Bulldog 805,11/20/2008,325,0.42,385,76,690.13,70.36,15.0712,8.7542,22.1626,0.18154,0,0,NA,,1
276,Georgia,Tifton,2/21/2008,Attention II,11/11/2008,316,0.42,264,62,801.86,163.046,17.7974,12.3276,24.0582,0.1406,1,0,NA,,1
280,Georgia,Tifton,2/21/2008,BaraWet 501,11/11/2008,316,0.42,264,62,801.86,163.046,17.7974,12.3276,24.0582,0.1406,1,0,NA,,1
308,Georgia,Tifton,2/21/2008,Attention II,11/4/2009,308,0.42,622,47,676.75,125.986,20.91042553,16.06361702,26.61702128,0.122914894,0,0,58,,1
343,Georgia,Tifton,2/21/2008,Hybri Force 600,11/4/2009,308,0.42,622,47,676.75,125.986,20.91042553,16.06361702,26.61702128,0.122914894,0,0,80,,1
41,Georgia,Athens,10/10/2007,Hybri Force 700,6/20/2008,172,0.41,254,45,1045.84,85.106,23.02977778,16.89888889,29.45133333,0.1252,0,0,NA,,1
148,Georgia,Athens,10/10/2007,Bulldog 805,4/23/2010,113,0.41,926,183,885.11,76.198,13.9814,7.3202,20.5942,0.1445,0,1,74.2704918,,1
286,Georgia,Tifton,2/21/2008,PGI 909,7/30/2008,212,0.41,160,42,950.4,104.382,25.85238095,21.29904762,32.04380952,0.097142857,1,0,NA,,1
322,Georgia,Tifton,2/21/2008,Hybri Force 700,11/4/2009,308,0.41,622,47,676.75,125.986,20.91042553,16.06361702,26.61702128,0.122914894,0,0,77,,1
329,Georgia,Tifton,2/21/2008,TS 8031,11/4/2009,308,0.41,622,47,676.75,125.986,20.91042553,16.06361702,26.61702128,0.122914894,0,0,77,,1
240,Georgia,Midville,11/1/2007,Attention II,8/14/2009,226,0.4,652,50,1097.84,162.048,26.678,21.5494,33.1964,0.16648,0,0,NA,,1
350,Georgia,Tifton,2/21/2008,PGI 909,11/4/2009,308,0.4,622,47,676.75,125.986,20.91042553,16.06361702,26.61702128,0.122914894,0,0,82,,1
272,Georgia,Tifton,2/21/2008,Bulldog 805,11/11/2008,316,0.39,264,62,801.86,163.046,17.7974,12.3276,24.0582,0.1406,1,0,NA,,1
172,Georgia,Midville,11/1/2007,PGI 801,11/20/2008,325,0.38,385,76,690.13,70.36,15.0712,8.7542,22.1626,0.18154,0,0,NA,,1
177,Georgia,Midville,11/1/2007,Bara 503,11/20/2008,325,0.38,385,76,690.13,70.36,15.0712,8.7542,22.1626,0.18154,0,0,NA,,1
357,Georgia,Tifton,2/21/2008,Bara 503,11/4/2009,308,0.38,622,47,676.75,125.986,20.91042553,16.06361702,26.61702128,0.122914894,0,0,78,,1
13,Georgia,Athens,10/10/2007,Bulldog 805,6/20/2008,172,0.36,254,45,1045.84,85.106,23.02977778,16.89888889,29.45133333,0.1252,0,0,NA,,1
260,Georgia,Tifton,2/21/2008,TS 8031,11/11/2008,316,0.36,264,62,801.86,163.046,17.7974,12.3276,24.0582,0.1406,1,0,NA,,1
215,Georgia,Midville,11/1/2007,GA-505,6/25/2009,176,0.35,602,41,849.13,183.892,24.74195122,20.01609756,30.60439024,0.188926829,0,0,NA,,1
244,Georgia,Midville,11/1/2007,CW 36106,8/14/2009,226,0.33,652,50,1097.84,162.048,26.678,21.5494,33.1964,0.16648,0,0,NA,,1
248,Georgia,Midville,11/1/2007,PGI 801,8/14/2009,226,0.33,652,50,1097.84,162.048,26.678,21.5494,33.1964,0.16648,0,0,NA,,1
284,Georgia,Tifton,2/21/2008,Bara 503,11/11/2008,316,0.33,264,62,801.86,163.046,17.7974,12.3276,24.0582,0.1406,1,0,NA,,1
192,Georgia,Midville,11/1/2007,GA-505,11/20/2008,325,0.31,385,76,690.13,70.36,15.0712,8.7542,22.1626,0.18154,0,0,NA,,1
45,Georgia,Athens,10/10/2007,CW 35106,6/20/2008,172,0.3,254,45,1045.84,85.106,23.02977778,16.89888889,29.45133333,0.1252,0,0,NA,,1
202,Georgia,Midville,11/1/2007,CW 36106,11/20/2008,325,0.3,385,76,690.13,70.36,15.0712,8.7542,22.1626,0.18154,0,0,NA,,1
212,Georgia,Midville,11/1/2007,Hybri Force 700,11/20/2008,325,0.29,385,76,690.13,70.36,15.0712,8.7542,22.1626,0.18154,0,0,NA,,1
182,Georgia,Midville,11/1/2007,BaraWet 501,11/20/2008,325,0.28,385,76,690.13,70.36,15.0712,8.7542,22.1626,0.18154,0,0,NA,,1
219,Georgia,Midville,11/1/2007,Hybri Force 600,6/25/2009,176,0.24,602,41,849.13,183.892,24.74195122,20.01609756,30.60439024,0.188926829,0,0,NA,,1
223,Georgia,Midville,11/1/2007,BaraWet 501,6/25/2009,176,0.24,602,41,849.13,183.892,24.74195122,20.01609756,30.60439024,0.188926829,0,0,NA,,1
187,Georgia,Midville,11/1/2007,Hybri Force 600,11/20/2008,325,0.23,385,76,690.13,70.36,15.0712,8.7542,22.1626,0.18154,0,0,NA,,1
207,Georgia,Midville,11/1/2007,Attention II,11/20/2008,325,0.22,385,76,690.13,70.36,15.0712,8.7542,22.1626,0.18154,0,0,NA,,1
227,Georgia,Midville,11/1/2007,Bara 503,6/25/2009,176,0.22,602,41,849.13,183.892,24.74195122,20.01609756,30.60439024,0.188926829,0,0,NA,,1
231,Georgia,Midville,11/1/2007,Hybri Force 700,6/25/2009,176,0.21,602,41,849.13,183.892,24.74195122,20.01609756,30.60439024,0.188926829,0,0,NA,,1
235,Georgia,Midville,11/1/2007,Bulldog 805,6/25/2009,176,0.2,602,41,849.13,183.892,24.74195122,20.01609756,30.60439024,0.188926829,0,0,NA,,1
243,Georgia,Midville,11/1/2007,CW 36106,6/25/2009,176,0.19,602,41,849.13,183.892,24.74195122,20.01609756,30.60439024,0.188926829,0,0,NA,,1
239,Georgia,Midville,11/1/2007,Attention II,6/25/2009,176,0.18,602,41,849.13,183.892,24.74195122,20.01609756,30.60439024,0.188926829,0,0,NA,,1
302,Georgia,Tifton,2/21/2008,PGI 801,12/7/2009,341,0.16,655,33,332.68,125.982,13.36,8.083636364,18.86575758,0.162939394,0,0,73.98489703,,1
247,Georgia,Midville,11/1/2007,PGI 801,6/25/2009,176,0.14,602,41,849.13,183.892,24.74195122,20.01609756,30.60439024,0.188926829,0,0,NA,,1
351,Georgia,Tifton,2/21/2008,PGI 909,12/7/2009,341,0.14,655,33,332.68,125.982,13.36,8.083636364,18.86575758,0.162939394,0,0,80.33867277,,1
369,Georgia,Tifton,2/21/2008,PGI 801,10/12/2010,285,0.13,964,29,538.37,56.642,22.80103448,16.54793103,29.56137931,0.10037931,0,0,73.84347826,,1
393,Georgia,Tifton,2/21/2008,Hybri Force 700,10/12/2010,285,0.13,964,29,538.37,56.642,22.80103448,16.54793103,29.56137931,0.10037931,0,0,77,,1
6,Georgia,Athens,10/10/2007,BaraWet 501,8/28/2008,241,0.12,323,69,953.74,134.634,25.7098,20.6416,31.9352,0.1077,0,0,NA,,1
22,Georgia,Athens,10/10/2007,Evermore,8/28/2008,241,0.12,323,69,953.74,134.634,25.7098,20.6416,31.9352,0.1077,0,0,NA,,1
26,Georgia,Athens,10/10/2007,Attention II,8/28/2008,241,0.12,323,69,953.74,134.634,25.7098,20.6416,31.9352,0.1077,0,0,NA,,1
411,Georgia,Tifton,2/21/2008,PGI 909,10/12/2010,285,0.12,964,29,538.37,56.642,22.80103448,16.54793103,29.56137931,0.10037931,0,0,64.7826087,,1
30,Georgia,Athens,10/10/2007,Bara 503,8/28/2008,241,0.11,323,69,953.74,134.634,25.7098,20.6416,31.9352,0.1077,0,0,NA,,1
337,Georgia,Tifton,2/21/2008,Bulldog 805,12/7/2009,341,0.11,655,33,332.68,125.982,13.36,8.083636364,18.86575758,0.162939394,0,0,82.90183066,,1
399,Georgia,Tifton,2/21/2008,BaraWet 501,10/12/2010,285,0.11,964,29,538.37,56.642,22.80103448,16.54793103,29.56137931,0.10037931,0,0,85.8,,1
2,Georgia,Athens,10/10/2007,TS 4010,8/28/2008,241,0.1,323,69,953.74,134.634,25.7098,20.6416,31.9352,0.1077,0,0,NA,,1
10,Georgia,Athens,10/10/2007,GA-505,8/28/2008,241,0.1,323,69,953.74,134.634,25.7098,20.6416,31.9352,0.1077,0,0,NA,,1
14,Georgia,Athens,10/10/2007,Bulldog 805,8/28/2008,241,0.1,323,69,953.74,134.634,25.7098,20.6416,31.9352,0.1077,0,0,NA,,1
34,Georgia,Athens,10/10/2007,CW 500,8/28/2008,241,0.1,323,69,953.74,134.634,25.7098,20.6416,31.9352,0.1077,0,0,NA,,1
363,Georgia,Tifton,2/21/2008,Bulldog 805,10/12/2010,285,0.1,964,29,538.37,56.642,22.80103448,16.54793103,29.56137931,0.10037931,0,0,81.9826087,,1
375,Georgia,Tifton,2/21/2008,Attention II,10/12/2010,285,0.1,964,29,538.37,56.642,22.80103448,16.54793103,29.56137931,0.10037931,0,0,62.14782609,,1
18,Georgia,Athens,10/10/2007,Phoenix,8/28/2008,241,0.09,323,69,953.74,134.634,25.7098,20.6416,31.9352,0.1077,0,0,NA,,1
42,Georgia,Athens,10/10/2007,Hybri Force 700,8/28/2008,241,0.09,323,69,953.74,134.634,25.7098,20.6416,31.9352,0.1077,0,0,NA,,1
370,Georgia,Tifton,2/21/2008,PGI 801,11/17/2010,321,0.09,1000,36,547.84,71.882,17.49444444,10.74777778,24.84416667,0.095333333,0,0,73.82700229,,1
381,Georgia,Tifton,2/21/2008,TS 8031,10/12/2010,285,0.09,964,29,538.37,56.642,22.80103448,16.54793103,29.56137931,0.10037931,0,0,66.66956522,,1
387,Georgia,Tifton,2/21/2008,Hybri Force 600,10/12/2010,285,0.09,964,29,538.37,56.642,22.80103448,16.54793103,29.56137931,0.10037931,0,0,76.08695652,,1
412,Georgia,Tifton,2/21/2008,PGI 909,11/17/2010,321,0.09,1000,36,547.84,71.882,17.49444444,10.74777778,24.84416667,0.095333333,0,0,62.97025172,,1
38,Georgia,Athens,10/10/2007,Hybri Force 600,8/28/2008,241,0.08,323,69,953.74,134.634,25.7098,20.6416,31.9352,0.1077,0,0,NA,,1
323,Georgia,Tifton,2/21/2008,Hybri Force 700,12/7/2009,341,0.08,655,33,332.68,125.982,13.36,8.083636364,18.86575758,0.162939394,0,0,77,,1
330,Georgia,Tifton,2/21/2008,TS 8031,12/7/2009,341,0.08,655,33,332.68,125.982,13.36,8.083636364,18.86575758,0.162939394,0,0,76.00320366,,1
405,Georgia,Tifton,2/21/2008,GA-505,10/12/2010,285,0.08,964,29,538.37,56.642,22.80103448,16.54793103,29.56137931,0.10037931,0,0,63.04347826,,1
417,Georgia,Tifton,2/21/2008,Bara 503,10/12/2010,285,0.08,964,29,538.37,56.642,22.80103448,16.54793103,29.56137931,0.10037931,0,0,67.82608696,,1
46,Georgia,Athens,10/10/2007,CW 35106,8/28/2008,241,0.07,323,69,953.74,134.634,25.7098,20.6416,31.9352,0.1077,0,0,NA,,1
394,Georgia,Tifton,2/21/2008,Hybri Force 700,11/17/2010,321,0.07,1000,36,547.84,71.882,17.49444444,10.74777778,24.84416667,0.095333333,0,0,77,,1
295,Georgia,Tifton,2/21/2008,BaraWet 501,12/7/2009,341,0.06,655,33,332.68,125.982,13.36,8.083636364,18.86575758,0.162939394,0,0,84.17368421,,1
364,Georgia,Tifton,2/21/2008,Bulldog 805,11/17/2010,321,0.06,1000,36,547.84,71.882,17.49444444,10.74777778,24.84416667,0.095333333,0,0,81.87551487,,1
309,Georgia,Tifton,2/21/2008,Attention II,12/7/2009,341,0.05,655,33,332.68,125.982,13.36,8.083636364,18.86575758,0.162939394,0,0,58.40022883,,1
316,Georgia,Tifton,2/21/2008,GA-505,12/7/2009,341,0.04,655,33,332.68,125.982,13.36,8.083636364,18.86575758,0.162939394,0,0,72.94279176,,1
376,Georgia,Tifton,2/21/2008,Attention II,11/17/2010,321,0.04,1000,36,547.84,71.882,17.49444444,10.74777778,24.84416667,0.095333333,0,0,62.58443936,,1
382,Georgia,Tifton,2/21/2008,TS 8031,11/17/2010,321,0.04,1000,36,547.84,71.882,17.49444444,10.74777778,24.84416667,0.095333333,0,0,65.58215103,,1
388,Georgia,Tifton,2/21/2008,Hybri Force 600,11/17/2010,321,0.03,1000,36,547.84,71.882,17.49444444,10.74777778,24.84416667,0.095333333,0,0,75.67505721,,1
400,Georgia,Tifton,2/21/2008,BaraWet 501,11/17/2010,321,0.03,1000,36,547.84,71.882,17.49444444,10.74777778,24.84416667,0.095333333,0,0,85.98947368,,1
418,Georgia,Tifton,2/21/2008,Bara 503,11/17/2010,321,0.03,1000,36,547.84,71.882,17.49444444,10.74777778,24.84416667,0.095333333,0,0,66.75514874,,1
358,Georgia,Tifton,2/21/2008,Bara 503,12/7/2009,341,0.02,655,33,332.68,125.982,13.36,8.083636364,18.86575758,0.162939394,0,0,77.01830664,,1
406,Georgia,Tifton,2/21/2008,GA-505,11/17/2010,321,0.02,1000,36,547.84,71.882,17.49444444,10.74777778,24.84416667,0.095333333,0,0,61.89016018,,1
344,Georgia,Tifton,2/21/2008,Hybri Force 600,12/7/2009,341,0.01,655,33,332.68,125.982,13.36,8.083636364,18.86575758,0.162939394,0,0,79.62242563,,1
