,id_no,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%)
980,980,341,3.45,647,11,3400.1,1323.896,23.32767857,16.00362241505133,29.26207143,0.17140086721624
981,981,330,6.03,582,101,4989.1,1323.896,22.43941624,15.859038449154623,26.19026488,0.116674048
982,982,334,3.56,518,0,3437.04,1323.896,22.44062851,16.268576539733168,28.18111945,0.19128837399999998
983,983,328,5.48,264,177,3400.1,1323.896,23.32767857,16.417555635938054,27.8369165,0.17022525412532458
984,984,320,2.27,590,274,3400.1,1323.896,22.4333793,18.43894762,26.81664325,0.19128837399999998
985,985,226,2.27,635,43,4165.79,1323.896,20.85551191,16.25360142212917,29.26207143,0.16757233592913826
986,986,324,4.47,264,219,4599.62,1323.896,22.58172502,15.692692999999998,27.74501313,0.116674048
987,987,317,4.09,584,227,4943.34,973.985,21.60622392,18.115916074457832,28.61755415,0.16408963284397574
988,988,341,2.27,392,217,4410.3,1025.196,22.9929655,15.927807086225444,28.07348561,0.1720870672137633
989,989,341,5.57,315,188,3400.1,1300.945,20.68678475,17.03858427920128,27.39811859,0.1204645742857404
990,990,341,6.03,648,390,3400.1,1323.896,22.35495566,17.844323779006615,29.26207143,0.1348355411083459
991,991,341,3.57,479,357,3400.1,982.603,23.03002121,15.703618275221332,26.27405723,0.116674048
992,992,300,2.36,655,38,3400.1,1023.475,23.32767857,15.990334084825859,26.51826963,0.16512076234121506
993,993,254,2.27,264,83,4883.15,932.869,22.75452737,18.43894762,27.77405757,0.116674048
994,994,322,2.27,264,390,3537.01,1323.896,21.83653158,16.745914587112985,26.19026488,0.16473514468191597
995,995,296,2.27,454,0,5154.75,1323.896,22.25532266,16.072542907886234,28.77348219,0.14627278686326015
996,996,318,5.73,655,390,3400.1,1323.896,20.60371801,18.43894762,29.26207143,0.1658838042966873
997,997,316,2.37,629,273,4465.17,1323.896,20.75961597,18.43894762,28.68647187,0.12374124378435893
998,998,299,2.42,264,390,3400.1,834.354,21.52729812,15.692692999999998,29.26207143,0.13456782910066242
999,999,341,2.42,553,0,3400.1,980.716,22.28925547,17.837641274929027,28.0499472,0.18181949947648587
1000,1000,226,4.69,302,187,3676.58,729.413,21.0795147,15.870507873953937,28.34273931,0.116674048
1001,1001,226,2.8,581,9,3750.91,1301.169,23.32767857,16.299258404672273,27.76461316,0.16002065202633503
1002,1002,341,5.31,264,0,4589.1,948.562,20.64449176,16.288476507615314,27.31022002,0.116674048
1003,1003,341,4.33,394,348,3400.1,1323.896,20.73853295,15.998238201525307,29.26207143,0.11960947752011382
1004,1004,302,6.03,264,188,3741.69,1323.896,23.32767857,18.43894762,29.26207143,0.17854048520770927
1005,1005,306,2.43,639,12,3564.34,1131.87,21.73685396,16.112235684950733,26.19026488,0.12697767456129755
1006,1006,341,3.55,282,37,3545.0,1323.896,21.39997892,17.817685149906993,28.18586735,0.116674048
1007,1007,341,3.38,390,0,3400.1,824.675,22.13390808,16.06004298386346,26.19026488,0.17641713415763666
1008,1008,341,2.27,264,305,5201.81,1106.874,23.32767857,16.13267377151126,28.25009315,0.1528917374908083
1009,1009,326,6.03,264,0,4865.88,743.568,23.32767857,18.325376218589458,27.01218367,0.116674048
1010,1010,341,2.43,264,0,3856.26,1323.896,20.59724951,15.906924894154184,26.99813915,0.15327303816978516
1011,1011,341,2.46,283,366,4262.74,1323.896,21.89608765,17.774993075382227,27.50797247,0.17603180609637542
1012,1012,337,2.27,360,87,4008.59,779.489,21.62283932,15.692810981592615,26.19026488,0.11833540633149721
1013,1013,332,2.3,655,0,3516.38,744.898,21.70504459,16.376033944903014,27.91704158,0.16873604880614837
1014,1014,341,2.27,380,0,3400.1,845.624,23.15104516,18.07876164968055,28.79755395,0.19128837399999998
1015,1015,337,4.54,264,144,3817.44,1323.896,21.19181331,15.692692999999998,28.9674112,0.19128837399999998
1016,1016,341,2.27,479,390,4310.01,902.192,23.05984365,15.809881545413289,28.32749859,0.116674048
1017,1017,330,2.27,264,0,3400.1,823.748,20.60279038,16.616071116190074,28.58360408,0.16710823355425491
1018,1018,288,2.84,264,343,4048.15,833.037,21.49646504,18.43894762,28.03968667,0.17617803340989863
1019,1019,341,3.71,359,193,3999.76,1323.896,20.74840069,16.944466308092505,29.26207143,0.116674048
1020,1020,304,2.38,264,377,4256.86,1323.896,23.32767857,18.43894762,29.26207143,0.116674048
1021,1021,315,2.83,586,0,5320.75,733.934,23.08240499,15.7001885754438,27.77887387,0.16651927576336106
1022,1022,226,5.64,655,46,5231.17,732.014,20.58125727,18.43894762,29.26207143,0.19093257344900263
1023,1023,250,2.27,264,390,3907.52,1323.896,20.58125727,16.26599543022046,29.26207143,0.18232222817504812
1024,1024,333,3.27,655,298,3400.1,1323.896,20.86933859,15.705059184898591,29.26207143,0.15887157661589224
1025,1025,237,2.6,589,0,3469.02,707.938,22.11443411,16.60489429943553,29.26207143,0.116674048
1026,1026,308,3.74,612,314,3860.19,925.612,21.32070117,16.06674082353818,29.26207143,0.16905445491882223
1027,1027,302,5.4,264,0,4697.05,1197.212,22.78415071,18.43894762,26.96158785,0.116674048
1028,1028,341,2.27,370,278,3400.1,1323.896,22.31701427,16.259567191090486,29.26207143,0.116674048
1029,1029,307,2.27,655,0,3607.41,599.974,21.63864663,16.170313435193098,27.60788362,0.151054545045957
1030,1030,341,5.12,599,304,3613.02,1323.896,23.14648124,16.80994834457204,26.71991362,0.13231277490206983
1031,1031,295,3.02,572,390,3906.78,1323.896,22.09752006,16.131194696820085,28.21014776,0.19128837399999998
1032,1032,341,5.8,499,203,3400.1,851.472,21.02302983,18.43894762,28.60586863,0.17704323125558438
1033,1033,337,2.27,264,390,3400.1,806.502,22.5783443,18.43894762,27.63298175,0.116674048
1034,1034,341,4.65,556,268,3767.77,1323.896,20.58125727,18.43894762,26.19026488,0.116674048
1035,1035,316,2.77,541,390,4211.97,853.508,23.32767857,16.639938682036984,28.48645115,0.12610089752324016
1036,1036,263,5.21,553,390,3400.1,1323.896,20.64179918,18.211099944771835,26.4482808,0.16997652777663408
1037,1037,310,2.27,264,0,4935.59,838.201,21.26030883,16.60676390404591,28.64164623,0.14807661936487126
1038,1038,260,2.27,264,0,4719.03,1323.896,23.32767857,16.274656362753937,27.87446448,0.17084844108714686
1039,1039,341,2.27,299,290,3762.94,821.153,23.32767857,17.06916721027123,28.75230116,0.116674048
1040,1040,309,2.72,264,163,5320.75,961.741,22.19914261,16.65523435368646,27.99871679,0.16583873204590174
1041,1041,323,3.32,264,259,5320.75,880.628,22.75473768,17.308121262429896,26.19026488,0.16720204727026008
1042,1042,341,6.03,655,31,3400.1,1323.896,20.58125727,17.72025011717449,27.57413052,0.12437013397106907
1043,1043,336,2.27,538,390,3400.1,1323.896,21.79398393,15.756668175750674,26.26751719,0.116674048
1044,1044,306,3.47,264,0,3638.7,1314.999,23.32767857,16.5931323392533,29.26207143,0.19128837399999998
1045,1045,341,2.27,264,166,3400.1,599.974,23.32767857,16.694297287753407,27.04677886,0.16467552687729045
1046,1046,338,5.92,316,362,3400.1,882.182,23.32767857,16.72116826380275,29.26207143,0.17044026104167576
1047,1047,301,2.94,655,0,3400.1,751.829,20.99353224,16.524954711175916,27.42028704,0.16439370932477232
1048,1048,299,5.92,655,268,3669.25,1323.896,22.21367023,16.815993009276415,29.26207143,0.13819744342518483
1049,1049,341,4.33,350,276,3400.1,599.974,22.5727104,16.148276547245946,29.26207143,0.15473086156186663
1050,1050,317,3.47,613,390,3400.1,764.32,22.11119527,15.865448705727815,27.01762712,0.14634677223199963
1051,1051,226,3.68,655,0,3400.1,1175.553,22.23110829,18.019942741876743,28.14842088,0.16480817007328066
1052,1052,325,2.27,509,312,3607.14,782.509,21.81590257,16.31262269409955,27.97304367,0.116674048
1053,1053,341,2.27,617,0,3454.29,722.103,21.51760341,18.414515214423012,28.94545441,0.18463795329298044
1054,1054,226,4.46,277,22,3400.1,1323.896,20.58125727,16.324391389284227,29.26207143,0.1486500876728043
1055,1055,337,2.79,355,0,3400.1,1323.896,21.65013869,15.692692999999998,27.79920503,0.15656462551609365
1056,1056,286,5.35,655,0,3400.1,1323.896,20.58125727,16.64076580448148,29.00262512,0.17173790826965588
1057,1057,341,2.27,557,191,3400.1,599.974,20.65878427,18.35099150330289,27.08624153,0.16502426856679422
1058,1058,304,5.3,264,259,3699.09,1187.928,23.32767857,18.43894762,28.86137378,0.17334054964677414
1059,1059,314,2.27,500,84,3400.1,1323.896,21.59734798,18.43894762,29.26207143,0.17347243857482703
1060,1060,305,6.03,423,390,4566.35,1067.696,22.74363684,18.43894762,26.76530825,0.116674048
1061,1061,341,5.9,597,11,3400.1,858.433,21.21780932,18.43894762,26.19026488,0.15845224157496873
1062,1062,341,3.12,592,390,3400.1,948.633,22.47088633,18.43894762,29.26207143,0.15643979410788442
1063,1063,341,3.36,345,0,3400.1,1323.896,21.48195074,18.43894762,26.89055282,0.13027696901790656
1064,1064,341,5.66,264,124,3400.1,1323.896,22.60222733,15.692692999999998,27.07145131,0.12009574241663461
1065,1065,226,4.8,494,286,3522.14,778.813,23.10983346,15.879499333999137,27.02123427,0.17686064005746124
1066,1066,341,3.62,502,0,3726.52,931.511,21.86992734,15.927859252427503,26.27114887,0.19128837399999998
1067,1067,248,2.27,264,25,5135.14,1323.896,21.4257336,16.204282562625647,26.19026488,0.116674048
1068,1068,312,2.27,272,390,3524.54,867.783,22.18608521,16.651163605951933,28.17612966,0.12234376607506725
1069,1069,341,3.05,621,198,3471.0,1323.896,21.44839874,15.982396744118759,26.19026488,0.116674048
1070,1070,341,2.27,655,390,4186.72,1306.479,22.72866593,16.098942513942248,28.28373762,0.15465044522007534
1071,1071,316,2.27,264,114,3584.6,938.656,23.32767857,16.427605061388608,29.06806415,0.116674048
1072,1072,226,3.71,264,0,3527.57,1323.896,23.2088884,17.733425074977703,28.28351219,0.1510433754611828
1073,1073,226,3.82,610,147,4063.06,804.817,21.02584864,15.692692999999998,26.96849639,0.1478563167324837
1074,1074,264,2.27,304,8,3400.1,793.44,20.58125727,15.948934936759615,28.74689251,0.116674048
1075,1075,226,2.29,655,358,3400.1,1323.896,22.04664778,18.43894762,28.03438154,0.116674048
1076,1076,311,4.65,655,85,3704.22,1323.896,20.5852956,18.43894762,27.073282,0.116674048
1077,1077,311,4.29,264,390,4255.08,1323.896,21.19734197,16.2333388064362,26.8454824,0.16295135499060112
1078,1078,325,2.61,655,0,3400.1,927.591,20.58125727,16.056356171358235,29.26207143,0.1621975451579673
1079,1079,311,3.25,264,220,3854.97,1323.896,20.58125727,16.283092634848344,29.26207143,0.116674048
1080,1080,341,2.86,521,301,3400.1,1323.896,23.01686735,16.704904996800412,29.26207143,0.17593970881408064
1081,1081,317,6.03,641,155,3528.18,1323.896,21.45914016,15.83112867414386,29.26207143,0.116674048
1082,1082,327,2.27,549,0,3952.77,685.252,22.72005977,18.43894762,29.26207143,0.15578520850582706
1083,1083,334,2.27,547,348,3507.63,1323.896,22.47881048,16.0520022929401,29.06108414,0.116674048
1084,1084,320,5.69,590,131,3765.79,1323.896,22.88037082,15.929846857387837,27.32788452,0.116674048
1085,1085,341,6.03,264,0,3404.74,902.211,22.44546034,16.282941498186087,27.67346049,0.116674048
1086,1086,341,3.29,393,0,4802.18,1323.896,23.32767857,16.069777026788284,27.64419085,0.13043824179611513
1087,1087,226,6.03,547,0,4491.59,725.802,23.0595902,16.957488076985793,28.75870895,0.15664586067576866
1088,1088,255,5.5,626,99,4496.36,861.599,23.32767857,17.732868790092997,26.65282519,0.116674048
1089,1089,333,3.94,595,203,3400.1,599.974,21.02404728,18.43894762,28.2108138,0.14951709897119048
1090,1090,341,2.27,264,31,3400.1,794.582,22.90666479,18.43894762,26.86757105,0.116674048
1091,1091,315,2.48,655,390,3462.65,1323.896,23.32767857,16.238873655508225,26.45228762,0.15864032711168377
1092,1092,226,4.48,655,0,5301.32,1323.896,22.9899353,16.360044086928955,29.26207143,0.161990992457711
1093,1093,276,2.27,655,390,3400.1,730.808,21.92645677,16.47069556701362,27.83544666,0.116674048
1094,1094,226,4.87,614,41,3820.86,1323.896,20.58125727,16.660574489026764,29.26207143,0.13796717288843308
1095,1095,341,4.8,572,322,3400.1,1323.896,21.77691017,16.577258980786016,27.65104404,0.11837937131963323
1096,1096,310,4.16,617,0,5320.75,826.317,22.87312311,18.43894762,28.43136152,0.116674048
1097,1097,303,2.48,655,390,3400.1,1323.896,20.58125727,18.128353258623207,27.33251652,0.116674048
1098,1098,341,3.35,533,351,3550.83,890.598,21.48301707,15.692692999999998,27.61240929,0.1679514044418789
1099,1099,226,2.27,413,305,4883.65,846.883,21.48375527,16.80687678255904,27.14953937,0.19128837399999998
1100,1100,276,3.23,264,0,3400.1,764.296,23.32767857,16.531040587681034,27.67098465,0.18012984738412027
1101,1101,337,3.3,343,390,3400.1,1323.896,23.18686896,16.414842632627245,26.19026488,0.18262837561007497
1102,1102,226,4.92,300,179,4066.54,794.461,20.58125727,17.905121606575758,28.64262387,0.1551622327932796
1103,1103,328,3.98,299,359,3842.25,1323.896,23.32767857,15.976762002532626,27.91244684,0.1513508775147393
1104,1104,226,2.27,546,71,4050.86,733.317,20.75694698,16.049812525154927,29.26207143,0.16048528107573554
1105,1105,325,5.4,605,390,4067.96,599.974,23.32767857,18.17835100543468,29.26207143,0.127635822426278
1106,1106,322,2.27,450,320,4694.9,747.901,20.58125727,16.5433599094058,29.26207143,0.116674048
1107,1107,341,3.83,655,286,3400.1,1323.896,23.32767857,16.79000608247804,28.95135505,0.19128837399999998
1108,1108,325,2.28,264,0,3639.11,1235.654,21.38298849,16.800021351844705,28.40309641,0.15327279510794145
1109,1109,334,3.11,647,181,4728.83,930.021,21.34156483,15.72104076443213,28.43721647,0.1840434785500459
1110,1110,306,2.43,647,0,3400.1,1323.896,21.63061148,18.43894762,29.26207143,0.12695828864669773
1111,1111,240,2.27,655,66,3400.1,1323.896,22.31980343,16.441322457373225,26.19026488,0.116674048
1112,1112,314,4.96,655,205,3765.25,1323.896,22.02822913,16.644713317706778,28.59788134,0.15947781837632893
1113,1113,333,5.25,562,11,3881.15,797.34,23.32767857,18.43894762,28.2639405,0.18319493587413319
1114,1114,333,3.09,499,199,3400.1,1323.896,21.22277588,18.43894762,27.72871578,0.16026292522209964
1115,1115,253,2.39,655,66,4806.35,679.985,23.32767857,16.055788827579907,28.07963511,0.18827979986901444
1116,1116,226,3.14,655,172,3400.1,1323.896,22.25074312,15.692692999999998,28.34560068,0.116674048
1117,1117,258,6.03,440,390,3400.1,1323.896,21.76349933,15.822070125907343,29.10726023,0.1574637449939091
1118,1118,272,4.3,264,253,4188.44,1323.896,20.58125727,16.7274380700178,29.12100149,0.16612643201297178
1119,1119,226,2.94,548,390,3400.1,732.858,21.60165154,18.341346033669552,26.19026488,0.1679321377835027
1120,1120,226,6.03,272,290,3400.1,1323.896,21.05816217,16.332185551055183,29.26207143,0.16796447209741996
1121,1121,276,2.94,291,218,4676.71,1323.896,21.54548328,17.00326175568425,26.65457876,0.1610891476945823
1122,1122,226,4.44,379,190,3439.02,616.811,20.74171198,16.103581146660655,27.23297877,0.116674048
1123,1123,341,2.45,512,0,3486.75,935.115,23.32767857,16.121040518027762,29.26207143,0.116674048
1124,1124,299,5.14,655,0,4762.93,1323.896,20.58125727,18.43894762,27.82513961,0.116674048
1125,1125,341,2.27,264,103,3723.45,845.418,20.58125727,18.43894762,29.26207143,0.19128837399999998
1126,1126,255,2.27,300,244,4864.8,837.297,22.63314396,18.43894762,29.15306681,0.116674048
1127,1127,341,3.78,592,0,4150.36,1323.896,21.8011186,15.828700976361203,27.60845158,0.1862901640793308
1128,1128,241,6.03,651,0,3400.1,689.587,21.24049466,18.43894762,29.26207143,0.18857625778316844
1129,1129,226,6.03,485,22,4882.11,1323.896,23.31153193,15.953446215793187,27.74466707,0.13200317531559094
1130,1130,320,5.5,541,310,3400.1,671.392,23.32767857,18.43894762,29.26207143,0.13363650044973147
1131,1131,321,3.09,579,18,5109.84,1323.896,20.71502179,16.552641143683353,27.06444859,0.17220581553966607
1132,1132,226,3.79,593,0,3400.1,910.8,20.82915957,16.428267056005023,27.99396972,0.14818247948389113
1133,1133,305,2.27,506,390,3400.1,832.506,23.32767857,18.43894762,27.28219798,0.16520572033888437
1134,1134,341,3.31,655,0,3400.1,1323.896,21.075311,15.882413934499816,29.26207143,0.17361772195922942
1135,1135,328,3.46,527,49,3418.44,932.829,22.58947547,18.43894762,29.26207143,0.16841693219350262
1136,1136,311,4.9,264,390,3400.1,1323.896,23.31129986,15.786798762698556,28.74592485,0.116674048
1137,1137,335,6.03,608,390,4370.54,936.532,22.854858,17.859434667635057,27.96771385,0.19128837399999998
1138,1138,341,2.9,618,0,4052.53,1323.896,22.04475096,18.43894762,29.26207143,0.13914927055019116
1139,1139,341,3.03,615,390,3440.24,1323.896,20.58125727,15.74660050966847,26.51412527,0.116674048
1140,1140,238,2.85,485,252,3400.1,599.974,23.32767857,18.398826746432665,26.19026488,0.14760103665265925
1141,1141,226,2.84,275,111,5320.75,1323.896,22.2151539,16.21840570241895,27.25738371,0.116674048
1142,1142,308,2.27,336,0,4443.03,1323.896,22.86838549,18.43894762,29.26207143,0.1787374775253865
1143,1143,321,3.08,264,276,3400.1,1204.155,23.32767857,18.43894762,27.19682107,0.12531883975878055
1144,1144,335,4.52,264,162,3656.97,845.545,22.17669093,16.096543890924657,28.7728971,0.18504805694053159
1145,1145,244,5.76,615,390,3400.1,1323.896,22.15127269,15.692692999999998,26.19026488,0.116674048
1146,1146,341,6.03,264,0,3400.1,1075.651,23.32767857,18.43894762,29.26207143,0.116674048
1147,1147,275,2.82,586,97,3562.73,1323.896,20.58590888,16.502972545123715,28.4830399,0.1770576987565527
1148,1148,341,4.09,655,29,3400.1,782.687,20.58125727,17.85695174683109,28.54507877,0.1276440596664958
1149,1149,324,2.9,585,388,5054.29,810.814,20.63243726,16.232995281221637,29.26207143,0.19128837399999998
1150,1150,295,4.08,655,0,3869.26,1323.896,22.38354991,16.18887480129244,28.37848704,0.11985714183527162
1151,1151,315,4.73,655,0,5294.14,1061.567,20.58125727,16.423870743062484,27.92322082,0.1701610170455241
1152,1152,226,3.46,621,2,3442.44,703.599,20.97888456,16.746919385336557,26.19026488,0.116674048
1153,1153,239,3.81,605,390,3400.1,1323.896,20.58125727,16.081169103040974,28.36598974,0.1600029347347155
1154,1154,341,3.7,655,0,5200.55,1323.896,23.32767857,16.74385391689721,27.0857967,0.16644223996912577
1155,1155,312,2.27,616,390,4527.46,1323.896,23.07444939,16.426641074072773,28.5432782,0.17467287131588913
1156,1156,311,2.27,655,390,5320.75,1192.3,21.87933941,15.747907982109567,28.06627983,0.15275156912263088
1157,1157,296,2.98,655,0,3661.13,813.186,21.25537163,18.038125920725964,27.19080557,0.14273493760060546
1158,1158,337,3.63,264,300,3400.1,663.591,21.26039677,16.564875075198408,28.50708236,0.1902941325082419
1159,1159,232,2.61,655,116,4416.69,864.207,22.17491516,16.383474478955723,26.19026488,0.116674048
1160,1160,226,2.27,655,116,3970.87,1323.896,21.12681134,16.329961917833554,29.05350069,0.116674048
1161,1161,237,2.96,316,164,4465.33,1323.896,23.32767857,15.692692999999998,27.74202124,0.15670845580404424
1162,1162,226,6.03,308,0,3400.1,1323.896,20.58125727,15.737813015213835,29.26207143,0.16411829064879804
1163,1163,226,6.03,264,311,3400.1,772.395,20.58125727,18.43894762,28.8840795,0.19128837399999998
1164,1164,332,2.89,264,242,3418.28,831.515,22.08373679,16.546751584481967,29.26207143,0.16409429413229254
1165,1165,339,2.27,264,247,3400.1,1323.896,23.32767857,18.4384187222065,28.68874607,0.116674048
1166,1166,341,3.86,264,390,3400.1,1323.896,20.63521413,15.900956260060683,27.33949553,0.17074629540945863
1167,1167,239,4.19,655,242,3400.1,932.78,22.14721525,18.43894762,29.26207143,0.116674048
1168,1168,310,4.42,655,390,4305.59,1323.896,22.21273155,15.828235083568533,26.6411602,0.15866412397866994
1169,1169,304,5.54,629,263,3400.1,842.37,22.5055729,16.238031339218907,29.26207143,0.17648540634795715
1170,1170,226,4.42,264,217,3686.04,849.347,23.32767857,15.692692999999998,28.70109639,0.1511511847135959
1171,1171,341,5.03,655,0,3400.1,1323.896,23.32767857,15.692692999999998,28.58798999,0.16279812917940786
1172,1172,286,6.03,304,206,3829.83,833.069,23.32767857,16.59183128110026,28.21253198,0.1512519740965221
1173,1173,341,3.99,418,267,3400.1,824.237,23.12802875,15.938393795995816,29.26207143,0.116674048
1174,1174,247,2.27,405,133,3419.58,1323.896,20.70122519,16.445818432316397,27.00283253,0.1866979077217134
1175,1175,269,3.72,264,73,3671.37,854.043,23.12175857,16.09549529514047,28.45989605,0.16333942219703132
1176,1176,331,2.27,597,0,3437.5,1323.896,20.9271152,15.692692999999998,28.71084126,0.15253570551719836
1177,1177,341,4.43,608,27,4536.23,1323.896,22.67343898,16.48960132024748,28.65094525,0.116674048
1178,1178,269,4.81,302,260,3400.1,970.415,23.32767857,15.692692999999998,26.53354585,0.16964213322619373
1179,1179,256,5.8,655,268,5124.04,877.162,21.56584746,17.416545045369,27.76654481,0.16523108387484303
1180,1180,316,5.16,655,0,3553.68,1323.896,21.37727252,18.43894762,27.60061852,0.116674048
1181,1181,308,6.03,264,0,4926.24,1262.923,21.37359417,15.692692999999998,29.26207143,0.16036055988148565
1182,1182,264,5.03,655,113,5231.29,1323.896,21.54623769,16.243269006307557,28.49664979,0.18661321105527093
1183,1183,257,4.64,293,263,4574.6,1104.976,21.81072271,15.832118504024923,26.92761372,0.116674048
1184,1184,292,6.03,526,315,3400.1,813.463,22.78684661,16.710301337339786,29.26207143,0.16975823650805316
1185,1185,334,6.03,562,79,3723.39,657.677,21.60408081,16.638480954898238,29.26207143,0.19128837399999998
1186,1186,327,2.27,264,0,5302.08,1323.896,22.8828702,15.692692999999998,29.15368765,0.1318445928170979
1187,1187,309,3.84,264,390,5315.66,1323.896,23.32767857,15.881208605211203,28.60713572,0.15728301247538398
1188,1188,338,2.27,655,8,4642.15,871.268,21.75235301,15.75887813852089,27.20734416,0.1648381905207596
1189,1189,281,2.33,534,193,4867.43,929.155,23.10883911,18.43894762,28.52187779,0.16832434543946126
1190,1190,341,4.35,325,247,5320.75,894.5,23.32767857,17.7392465431552,27.06377943,0.12461043467061303
1191,1191,244,4.23,529,0,4460.45,745.985,21.17224601,15.965187720409915,26.27427994,0.1436173657668234
1192,1192,226,3.16,264,390,4003.96,599.974,20.58125727,18.295831807605087,28.79690325,0.19128837399999998
1193,1193,338,2.27,378,337,3400.1,852.885,23.32767857,15.700719357780223,27.88521119,0.116674048
1194,1194,341,2.27,512,110,4875.52,1323.896,22.48959723,17.021910898656525,27.15967649,0.116674048
1195,1195,341,4.45,616,0,3400.1,1323.896,20.88554972,15.823818866288379,29.26207143,0.17401414738812193
1196,1196,309,6.03,319,69,4796.31,848.593,21.56649146,16.368054690832416,26.58654156,0.13433730833216928
1197,1197,285,3.39,655,8,3400.1,911.023,22.24721664,18.43894762,29.26207143,0.116674048
1198,1198,226,2.27,620,0,3400.1,1323.896,23.04281682,16.551725904956722,27.2396793,0.16752572888169875
1199,1199,276,3.55,303,0,3400.1,1323.896,22.74617143,15.869994832385702,29.26207143,0.116674048
1200,1200,340,2.44,453,0,3400.1,1323.896,22.97483539,16.53978871444274,27.78484873,0.17427677414673726
1201,1201,226,2.74,264,286,3400.1,1323.896,20.58125727,16.904205409456026,29.26207143,0.15602970219637044
1202,1202,309,2.72,324,322,3400.1,640.902,23.32767857,15.875920035986244,28.47473269,0.1552163678801824
1203,1203,240,2.27,562,270,3400.1,1323.896,23.32767857,16.463672923827595,27.32286425,0.116674048
1204,1204,323,3.12,264,390,3821.13,1173.328,21.53693615,18.394140180559926,28.72912729,0.16510662382945346
1205,1205,341,3.7,264,0,3400.1,860.877,22.44146277,16.016789354875385,29.26207143,0.116674048
1206,1206,322,5.29,264,46,3809.78,756.867,22.78748977,18.43894762,29.26207143,0.15577584216122797
1207,1207,331,3.04,532,0,3400.1,875.476,22.97537642,16.501439009118034,27.67428133,0.15535111782482958
1208,1208,335,2.27,606,305,3400.1,1323.896,22.10078968,15.692692999999998,29.26207143,0.1708192391006212
1209,1209,341,2.27,529,0,4655.52,722.421,21.68683286,18.43894762,27.96429767,0.116674048
1210,1210,305,3.53,264,185,3561.58,1323.896,22.88763826,17.97287318567312,28.35355559,0.116674048
1211,1211,289,4.79,655,269,3817.64,836.719,23.06479768,15.756791169724098,28.87317141,0.18151500282322128
1212,1212,229,2.27,275,390,3400.1,1269.418,21.98466925,16.57837177958469,26.19026488,0.14996383567632887
1213,1213,331,3.13,655,290,5045.13,1323.896,23.32767857,16.57819522630602,26.30088215,0.15595586244014475
1214,1214,301,4.03,643,0,3719.3,894.225,21.17850506,18.19642514532294,28.90109253,0.15232256719707912
1215,1215,315,2.59,580,111,4782.71,731.239,22.34015803,16.775329710340127,27.00329817,0.11827330221448655
1216,1216,306,4.65,355,0,4023.97,1323.896,20.58125727,16.73803078566648,28.65350568,0.16944089541587112
1217,1217,335,2.61,308,0,3829.27,811.186,23.32767857,16.043774976301357,27.65509725,0.19128837399999998
1218,1218,327,2.27,264,167,3400.1,1323.896,23.32767857,16.570880532567056,29.26207143,0.15953828236161915
1219,1219,300,6.03,414,341,3400.1,1323.896,20.58125727,18.20120248890439,28.35292905,0.14639737967147815
1220,1220,329,4.56,615,0,3870.83,1323.896,20.80710107,16.28409145976617,27.18960084,0.16054280093588547
1221,1221,315,6.03,535,129,3400.1,1323.896,22.47892358,16.34552470449115,29.26207143,0.17908031637528782
1222,1222,324,2.27,595,318,4088.54,1065.798,22.04068074,15.692692999999998,26.29872295,0.116674048
1223,1223,329,4.56,655,0,3400.1,680.628,20.58125727,15.773889456763094,29.26207143,0.19128837399999998
1224,1224,329,4.5,655,389,3400.1,1323.896,22.90269368,15.692692999999998,28.2925556,0.15422999847283025
1225,1225,296,2.27,264,115,5320.75,1321.377,23.32767857,16.37790286799529,29.26207143,0.18338235103151126
1226,1226,341,3.53,611,247,3936.47,1323.896,20.75742489,15.692692999999998,29.26207143,0.19128837399999998
1227,1227,270,2.27,264,79,3400.1,1323.896,21.70348638,16.179449967141093,28.97413947,0.1600687004987689
1228,1228,315,2.35,586,329,3400.1,1281.108,22.07877539,16.642640861236703,26.19026488,0.15333081771986323
1229,1229,295,3.96,628,390,5005.48,1323.896,23.32767857,18.43894762,28.41126776,0.116674048
1230,1230,226,3.46,276,319,3400.1,877.616,20.65643234,16.591053388316578,28.17837209,0.1762353249471623
1231,1231,243,2.27,264,297,5320.75,948.17,23.32767857,16.10972998341195,27.0727116,0.19128837399999998
1232,1232,234,6.03,612,140,3400.1,805.192,23.09827183,16.65572039636371,26.85318171,0.1881607214255121
1233,1233,261,4.87,655,0,3400.1,1323.896,23.14788114,16.46351280716206,28.78585918,0.19128837399999998
1234,1234,341,6.03,590,200,3400.1,957.26,20.67914631,16.4286961317865,26.8962109,0.1598135478497145
1235,1235,226,3.08,578,126,4526.21,1323.896,20.61468211,16.2352226828375,29.26207143,0.1852595906176188
1236,1236,335,5.18,613,0,3400.1,694.412,21.80006915,18.43894762,28.29709201,0.15071982301515552
1237,1237,293,5.08,298,390,3400.1,885.328,23.32767857,17.635623198210432,26.19026488,0.116674048
1238,1238,310,4.0,590,214,3416.55,1323.896,23.32767857,15.692692999999998,27.4229754,0.116674048
1239,1239,297,4.99,655,64,3400.1,966.172,21.95335954,16.67156368785575,28.00135592,0.116674048
