,id_no,State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%)
327,327,Georgia,Midville,11/1/2007,GA-505,8/14/2009,322,2.27,548,245,3400.1,635.8996851218735,20.58125727,41.48828101391697,90.061713,0.18111993480576932
328,328,Georgia,Midville,11/1/2007,Hybri Force 700,11/20/2008,341,5.6,527,206,3672.49,599.974,136.56105892,105.98888659999999,80.45890527,0.12648256436959981
329,329,Georgia,Tifton,2/21/2008,Bulldog 805,11/17/2010,226,4.65,264,390,3947.97,726.2296508240408,20.58125727,15.692692999999998,26.19026488,0.116674048
330,330,Georgia,Midville,11/1/2007,PGI 801,11/17/2010,341,2.27,328,390,4495.4,599.974,32.0349762,17.092554057123095,55.69156323,0.116674048
331,331,Georgia,Midville,2/21/2008,PGI 909,8/14/2009,341,3.34,601,390,3862.41,1084.326052361191,20.58125727,75.03358127954812,154.69270316,0.6259385963389866
332,332,Georgia,Tifton,2/21/2008,BaraWet 501,11/20/2008,339,6.03,264,267,3400.1,599.974,20.58125727,15.692692999999998,176.8482793,0.116674048
333,333,Georgia,Tifton,11/1/2007,PGI 909,8/14/2009,282,5.6,286,0,4210.09,631.6887606709524,20.58125727,78.60395968194413,160.80178766,0.116674048
334,334,Georgia,Tifton,2/21/2008,Bulldog 805,11/17/2010,296,2.27,584,390,4389.78,1176.351865885987,67.83970376,74.37813701394143,28.15638111,0.552239664243284
335,335,Georgia,Tifton,2/21/2008,PGI 801,12/7/2009,226,3.77,583,390,3536.0,703.8006006927043,31.10214111,25.691077203753768,75.58164282,0.116674048
336,336,Georgia,Tifton,2/21/2008,Bara 503,12/7/2009,270,2.27,279,148,3943.02,731.9220365950351,57.5739844,15.692692999999998,130.36801395,0.6722131990000001
337,337,Georgia,Tifton,2/21/2008,Attention II,12/7/2009,257,2.51,264,390,3990.89,700.0102649743511,20.58125727,105.98888659999999,74.6550527,0.4508721788434287
338,338,Georgia,Midville,11/1/2007,Attention II,12/7/2009,226,2.27,264,390,4018.08,604.1814356724874,20.58125727,75.20119813828849,26.19026488,0.22759496733756018
339,339,Georgia,Tifton,2/21/2008,BaraWet 501,11/20/2008,302,3.28,508,79,3701.16,1033.0229173118034,20.58125727,105.98888659999999,174.4404341,0.4031563087824088
340,340,Georgia,Tifton,11/1/2007,Bulldog 805,11/17/2010,259,3.2,636,0,5206.36,599.974,90.04646311,22.314126874725556,26.19026488,0.13286604370374452
341,341,Georgia,Tifton,2/21/2008,GA-505,11/17/2010,327,2.27,627,390,3568.07,990.0888880458878,20.58125727,33.13952205663523,53.34393913,0.2230411220696591
342,342,Georgia,Tifton,2/21/2008,Bara 503,11/20/2008,341,6.03,468,390,4148.59,977.4517607364266,112.17023709,15.692692999999998,26.19026488,0.116674048
343,343,Georgia,Tifton,2/21/2008,BaraWet 501,11/17/2010,246,5.44,572,390,3400.1,797.0093150403027,20.58125727,30.054081324808344,26.19026488,0.24938376863635198
344,344,Georgia,Tifton,11/1/2007,PGI 909,11/11/2008,341,3.51,264,390,5320.75,1309.0579509171062,127.65321186,18.08774361318037,176.8482793,0.5174267137274281
345,345,Georgia,Tifton,11/1/2007,BaraWet 501,12/7/2009,266,4.81,482,53,4624.2,879.0751261584901,75.93917184,21.131688471051312,99.11232215,0.116674048
346,346,Georgia,Midville,11/1/2007,CW 36106,8/14/2009,277,2.27,264,390,3400.1,599.974,20.58125727,30.59982024215276,39.06093963,0.24871052178516528
347,347,Georgia,Midville,11/1/2007,BaraWet 501,11/11/2008,294,3.61,264,0,5320.75,769.8964328126974,106.61901147,15.692692999999998,176.8482793,0.6722131990000001
348,348,Georgia,Midville,2/21/2008,Bara 503,11/11/2008,341,5.57,562,390,4690.9,751.4424562487142,20.58125727,52.31220494355465,28.66169559,0.14298041370646825
349,349,Georgia,Midville,2/21/2008,Attention II,11/20/2008,260,2.27,264,0,5320.75,847.7643832383682,96.20111353,63.778000557849786,26.19026488,0.4057027857467309
350,350,Georgia,Tifton,2/21/2008,PGI 909,12/7/2009,317,5.01,264,390,5320.75,599.974,20.58125727,17.272937625350153,176.8482793,0.6722131990000001
351,351,Georgia,Tifton,11/1/2007,Hybri Force 700,11/20/2008,290,2.27,962,96,3504.82,1323.896,134.19489508,31.93082464433045,58.55296674,0.6722131990000001
352,352,Georgia,Midville,11/1/2007,TS 8031,11/20/2008,307,2.27,640,390,5320.75,599.974,20.58125727,65.2874253765157,176.8482793,0.17792385473320058
353,353,Georgia,Midville,11/1/2007,Bulldog 805,8/14/2009,244,2.63,644,67,5116.24,1230.9722264254192,25.96707893,15.692692999999998,44.06843769,0.116674048
354,354,Georgia,Tifton,11/1/2007,BaraWet 501,12/7/2009,337,5.65,635,175,4164.7,1323.896,20.58125727,59.94776019043738,26.19026488,0.24666209355957958
355,355,Georgia,Tifton,2/21/2008,Attention II,11/20/2008,226,5.62,589,175,4193.25,680.9925336799904,20.58125727,20.11846120476043,138.65767436,0.6722131990000001
356,356,Georgia,Midville,2/21/2008,Bulldog 805,11/20/2008,341,4.4,292,0,3962.96,678.4126676490114,69.41136728,27.934396791187076,26.19026488,0.2286749231995182
357,357,Georgia,Tifton,2/21/2008,Attention II,11/11/2008,261,3.43,654,0,4530.43,663.8876332310527,131.84571986,15.692692999999998,31.1577175,0.116674048
358,358,Georgia,Tifton,11/1/2007,Bulldog 805,11/11/2008,306,5.75,960,131,4278.69,914.4192297402986,20.58125727,20.880394364686744,44.44262832,0.23723215460967176
359,359,Georgia,Midville,2/21/2008,CW 36106,12/7/2009,226,5.71,823,23,3400.1,676.4822763408047,138.9297511,22.842807869373477,176.8482793,0.116674048
360,360,Georgia,Tifton,2/21/2008,Hybri Force 700,8/14/2009,272,5.02,264,390,3493.1,599.974,20.58125727,57.534744695242594,26.19026488,0.116674048
361,361,Georgia,Midville,2/21/2008,BaraWet 501,11/17/2010,299,6.03,264,137,5129.0,599.974,20.58125727,15.692692999999998,176.8482793,0.18021405188437403
362,362,Georgia,Tifton,2/21/2008,Bulldog 805,8/14/2009,284,3.0,937,390,3400.1,1323.896,20.58125727,65.17358155627296,26.19026488,0.16710502031747443
363,363,Georgia,Tifton,2/21/2008,Hybri Force 700,11/11/2008,341,4.98,907,390,3949.3,1050.7618954813665,20.58125727,15.692692999999998,156.1731583,0.116674048
364,364,Georgia,Tifton,2/21/2008,BaraWet 501,11/17/2010,328,2.75,264,351,4807.26,1169.9604764457833,20.58125727,15.692692999999998,44.79344514,0.116674048
365,365,Georgia,Tifton,2/21/2008,Bulldog 805,11/11/2008,332,2.83,264,273,5320.75,722.312502831656,138.9297511,15.692692999999998,26.19026488,0.116674048
366,366,Georgia,Midville,2/21/2008,Bara 503,12/7/2009,290,5.75,264,67,4209.65,1323.896,130.67315057,84.19650211301818,133.73016701,0.6722131990000001
367,367,Georgia,Tifton,11/1/2007,Hybri Force 700,11/17/2010,226,6.03,1000,390,3737.97,1116.7005221073339,20.58125727,18.61571180144199,39.90404109,0.19077852404141663
368,368,Georgia,Tifton,11/1/2007,GA-505,12/7/2009,233,3.32,264,390,4595.76,709.6572641479015,95.27060299,15.692692999999998,26.19026488,0.15240699388864637
369,369,Georgia,Tifton,11/1/2007,GA-505,12/7/2009,301,4.47,1000,202,5320.75,637.2444501530856,68.90061202,105.98888659999999,122.60013766,0.630743643231766
370,370,Georgia,Tifton,2/21/2008,BaraWet 501,11/20/2008,266,5.44,264,390,4244.91,599.974,20.58125727,105.98888659999999,171.97358077,0.6369371682411814
371,371,Georgia,Midville,2/21/2008,Attention II,11/17/2010,226,2.55,607,132,3828.55,668.596559014397,60.8982396,105.98888659999999,43.35004199,0.1478371754764742
372,372,Georgia,Tifton,2/21/2008,Attention II,11/11/2008,237,6.03,898,232,3400.1,599.974,20.58125727,15.692692999999998,79.91291746,0.116674048
373,373,Georgia,Midville,2/21/2008,TS 8031,11/11/2008,277,3.17,802,6,5320.75,599.974,37.53799597,15.692692999999998,172.08965927,0.12830529774446886
374,374,Georgia,Tifton,2/21/2008,GA-505,11/17/2010,341,2.27,290,22,3400.1,724.4371176133131,20.58125727,25.523801513965495,83.04247849,0.14777886330940151
375,375,Georgia,Tifton,11/1/2007,Attention II,11/20/2008,324,4.95,264,228,5320.75,933.1962842744966,20.58125727,15.692692999999998,26.19026488,0.6722131990000001
376,376,Georgia,Tifton,2/21/2008,PGI 909,11/20/2008,299,2.27,264,390,3400.1,732.9587377601088,64.91709495,22.940772269626834,126.71314634,0.6301368804866045
377,377,Georgia,Tifton,2/21/2008,Attention II,11/20/2008,316,3.84,635,223,4520.19,599.974,20.58125727,90.36606671614405,50.09058693,0.21922673412658952
378,378,Georgia,Tifton,2/21/2008,PGI 801,11/17/2010,315,6.03,264,174,4529.43,832.4173155756489,20.58125727,15.692692999999998,176.8482793,0.2936568087881736
379,379,Georgia,Tifton,2/21/2008,PGI 909,8/14/2009,226,2.27,942,390,5320.75,986.0724881787928,20.58125727,21.770217763526528,26.19026488,0.24570284913652962
380,380,Georgia,Tifton,11/1/2007,Hybri Force 700,11/17/2010,320,3.82,578,159,5039.7,1076.8766959887814,20.58125727,105.98888659999999,138.29946515,0.23823975842942477
381,381,Georgia,Tifton,11/1/2007,Hybri Force 600,11/20/2008,257,4.88,1000,305,3489.96,599.974,20.58125727,105.98888659999999,96.69931597,0.116674048
382,382,Georgia,Midville,2/21/2008,BaraWet 501,11/17/2010,296,2.27,597,390,4630.36,728.8194899545649,138.9297511,24.932106160086956,26.19026488,0.48255837321534867
383,383,Georgia,Tifton,2/21/2008,BaraWet 501,11/20/2008,226,5.25,623,196,5305.77,599.974,138.9297511,27.22498405443477,26.19026488,0.6722131990000001
384,384,Georgia,Midville,2/21/2008,PGI 909,8/14/2009,341,2.77,550,171,3400.1,807.6903727730314,20.58125727,71.26523177178589,121.99562067,0.5491896606504523
385,385,Georgia,Tifton,11/1/2007,Hybri Force 700,11/11/2008,288,3.91,744,390,3400.1,736.5615533660434,20.58125727,105.98888659999999,33.25663158,0.6722131990000001
386,386,Georgia,Midville,11/1/2007,BaraWet 501,11/20/2008,290,5.45,264,355,5036.66,599.974,20.58125727,25.070193314169465,176.8482793,0.5452555955103155
387,387,Georgia,Midville,2/21/2008,Attention II,11/17/2010,226,3.37,583,299,3400.1,922.8838819976507,20.58125727,17.22636039492946,111.57498196,0.3827262648013841
388,388,Georgia,Midville,2/21/2008,PGI 801,11/11/2008,341,2.27,658,390,4529.89,1062.3463972134407,43.76777014,34.99760249081503,62.14124616,0.5842751964125437
389,389,Georgia,Midville,2/21/2008,GA-505,12/7/2009,341,5.04,713,19,5145.36,608.4575202498022,20.58125727,29.22731952858041,126.79231836,0.24965137891310474
390,390,Georgia,Midville,2/21/2008,PGI 909,8/14/2009,341,2.27,374,368,4441.54,599.974,46.35104264,51.8733116312218,51.23032645,0.12868683567678607
391,391,Georgia,Tifton,2/21/2008,Bulldog 805,12/7/2009,310,2.27,264,108,3681.7,599.974,20.58125727,15.692692999999998,113.54279239,0.6722131990000001
392,392,Georgia,Midville,2/21/2008,Bara 503,12/7/2009,341,2.79,264,390,4348.32,1086.1944702349635,20.58125727,17.128986680476107,176.8482793,0.13424463099877904
393,393,Georgia,Midville,11/1/2007,Hybri Force 600,8/14/2009,341,3.84,264,267,5320.75,1323.896,138.9297511,20.424050641885646,176.8482793,0.22138536142093868
394,394,Georgia,Midville,11/1/2007,PGI 801,11/11/2008,227,3.73,657,242,4280.06,599.974,20.58125727,15.692692999999998,26.19026488,0.116674048
395,395,Georgia,Midville,11/1/2007,Bulldog 805,8/14/2009,305,2.27,652,349,4100.59,685.3435032815412,20.58125727,18.91296420345522,111.46663536,0.17080313231233082
396,396,Georgia,Tifton,2/21/2008,PGI 909,11/11/2008,247,3.48,264,390,4033.28,599.974,84.14475086,50.85829934339153,132.80047115,0.116674048
397,397,Georgia,Tifton,11/1/2007,GA-505,12/7/2009,341,3.18,559,390,3400.1,599.974,20.58125727,62.53908584418473,72.09178317,0.5563260816867985
398,398,Georgia,Tifton,11/1/2007,TS 8031,11/11/2008,226,4.57,746,377,5320.75,1238.7317550728353,20.58125727,43.77689350006035,176.8482793,0.116674048
399,399,Georgia,Midville,11/1/2007,Bulldog 805,12/7/2009,281,3.21,1000,390,3608.81,599.974,20.58125727,59.11550288299101,26.19026488,0.6547910024890807
400,400,Georgia,Midville,2/21/2008,Hybri Force 700,12/7/2009,341,2.27,352,390,3400.1,599.974,20.58125727,22.169562565588116,58.36206152,0.23305417957274657
401,401,Georgia,Tifton,11/1/2007,Bulldog 805,11/17/2010,226,2.27,611,297,3461.19,778.0885621171437,34.39991622,77.49735915805923,44.32908596,0.116674048
402,402,Georgia,Tifton,2/21/2008,TS 8031,11/20/2008,341,3.49,787,390,5320.75,599.974,20.58125727,15.692692999999998,26.19026488,0.6467825457835747
403,403,Georgia,Midville,11/1/2007,TS 8031,12/7/2009,239,6.03,264,297,3400.1,599.974,20.58125727,15.692692999999998,176.8482793,0.17046849193238944
404,404,Georgia,Midville,11/1/2007,Hybri Force 700,11/11/2008,252,2.39,872,323,3400.1,599.974,103.50433994,105.98888659999999,56.14452649,0.116674048
405,405,Georgia,Midville,2/21/2008,Hybri Force 600,12/7/2009,226,4.75,264,390,3400.1,654.1996910327961,122.9875446,20.032567488412372,120.98251954,0.5696466562731015
406,406,Georgia,Tifton,2/21/2008,PGI 909,11/17/2010,226,2.81,743,390,5320.75,1300.2214417087646,32.23079603,82.97121745644675,26.19026488,0.116674048
407,407,Georgia,Midville,2/21/2008,Hybri Force 600,12/7/2009,248,2.27,268,227,5320.75,702.7564527164051,20.58125727,77.37147682253008,78.54254034,0.12713296583276176
408,408,Georgia,Midville,11/1/2007,Attention II,12/7/2009,281,3.85,1000,390,3891.45,599.974,49.55786092,105.98888659999999,81.20587101,0.6722131990000001
409,409,Georgia,Tifton,2/21/2008,Hybri Force 700,12/7/2009,244,5.42,609,390,4417.22,625.0372545168483,20.58125727,15.692692999999998,117.26882582,0.18761915776689284
410,410,Georgia,Tifton,2/21/2008,Bara 503,11/17/2010,273,4.87,479,390,3543.18,752.6232270903155,20.58125727,105.98888659999999,26.19026488,0.116674048
411,411,Georgia,Tifton,2/21/2008,PGI 801,11/11/2008,256,5.58,264,244,5320.75,599.974,20.58125727,100.63248538806273,135.2998888,0.116674048
412,412,Georgia,Midville,2/21/2008,Bulldog 805,11/17/2010,320,3.1,264,325,3400.1,697.4142064424789,20.58125727,74.70878358770955,26.19026488,0.116674048
413,413,Georgia,Midville,11/1/2007,Bulldog 805,11/11/2008,315,6.03,789,327,3400.1,599.974,86.07036543,15.692692999999998,67.98842644,0.4826711248913129
414,414,Georgia,Tifton,2/21/2008,PGI 909,11/11/2008,241,2.32,560,390,3675.67,745.5915456700284,22.50377392,17.87278562708727,68.8975857,0.26703740506038504
415,415,Georgia,Midville,2/21/2008,Hybri Force 700,12/7/2009,337,4.49,264,218,4529.53,599.974,20.58125727,15.692692999999998,99.66719094,0.1424823496427516
416,416,Georgia,Tifton,2/21/2008,Attention II,11/17/2010,226,2.27,264,292,3400.1,741.3376720682405,27.2225936,15.692692999999998,159.39792504,0.17259525370898454
417,417,Georgia,Midville,2/21/2008,PGI 909,11/17/2010,327,2.27,385,273,3453.79,650.4053208331865,34.07682823,90.31745831976201,38.41657934,0.4761376812460371
418,418,Georgia,Tifton,2/21/2008,Hybri Force 600,11/11/2008,315,3.98,600,390,3400.1,1065.0986697966782,118.269952,15.692692999999998,130.95547139,0.6722131990000001
419,419,Georgia,Tifton,2/21/2008,TS 8031,11/17/2010,315,2.27,591,270,5312.23,1323.896,20.58125727,65.75881186913276,32.78044512,0.116674048
420,420,Georgia,Tifton,2/21/2008,PGI 801,11/17/2010,265,2.27,588,43,4012.33,717.4017808588563,97.06136487,22.62706921921339,26.19026488,0.6622720904999189
421,421,Georgia,Midville,2/21/2008,GA-505,12/7/2009,252,5.42,264,390,4178.59,599.974,20.58125727,15.692692999999998,44.1972452,0.6722131990000001
422,422,Georgia,Midville,2/21/2008,BaraWet 501,8/14/2009,281,2.54,629,205,5320.75,599.974,20.58125727,15.692692999999998,26.19026488,0.116674048
423,423,Georgia,Tifton,11/1/2007,PGI 801,11/11/2008,240,3.96,264,340,3400.1,653.7656908684021,138.9297511,15.692692999999998,26.19026488,0.116674048
424,424,Georgia,Midville,11/1/2007,GA-505,11/11/2008,226,2.27,728,0,5320.75,646.7692335773863,25.19234389,17.720597143903994,26.19026488,0.116674048
425,425,Georgia,Tifton,11/1/2007,Hybri Force 700,11/17/2010,270,2.46,683,390,3400.1,945.2667097820566,26.72386821,50.50974210825382,27.78946274,0.15606059646310622
426,426,Georgia,Tifton,2/21/2008,Attention II,11/17/2010,291,2.48,264,390,3400.1,599.974,20.58125727,15.692692999999998,26.19026488,0.5681383581342234
427,427,Georgia,Midville,2/21/2008,Attention II,8/14/2009,316,3.58,264,76,3400.1,599.974,20.58125727,37.90620895310079,115.08125134,0.5696354224472562
428,428,Georgia,Tifton,2/21/2008,PGI 909,8/14/2009,299,4.68,409,170,3400.1,851.7729105862343,44.95417207,105.98888659999999,26.19026488,0.1919148108690159
429,429,Georgia,Midville,2/21/2008,Attention II,11/11/2008,314,2.27,504,390,5320.75,1087.6111848788603,20.58125727,15.692692999999998,38.150316,0.116674048
430,430,Georgia,Midville,2/21/2008,Attention II,11/11/2008,312,2.27,460,390,3400.1,599.974,20.58125727,18.047488096701176,155.4116897,0.6722131990000001
431,431,Georgia,Tifton,11/1/2007,Bulldog 805,12/7/2009,312,5.27,264,390,3503.04,679.4858766199849,20.58125727,85.67364723422185,85.22728682,0.14073017416150566
432,432,Georgia,Tifton,2/21/2008,GA-505,12/7/2009,226,6.03,524,36,3737.14,1108.8678637354108,61.60270998,15.692692999999998,26.19026488,0.6473048133434175
433,433,Georgia,Midville,2/21/2008,BaraWet 501,8/14/2009,337,5.72,693,390,5320.75,710.984583266031,138.9297511,15.692692999999998,92.89286223,0.6352608988809877
434,434,Georgia,Midville,2/21/2008,GA-505,12/7/2009,329,2.34,582,0,3996.02,1304.4518171467585,112.02512246,15.692692999999998,26.19026488,0.4298971392773417
435,435,Georgia,Tifton,11/1/2007,TS 8031,11/11/2008,341,3.35,264,390,3514.84,599.974,20.58125727,105.98888659999999,26.19026488,0.6722131990000001
436,436,Georgia,Tifton,2/21/2008,GA-505,11/11/2008,326,3.13,757,390,4872.22,1323.896,74.96249486,15.692692999999998,162.24356531,0.6722131990000001
437,437,Georgia,Midville,2/21/2008,BaraWet 501,11/17/2010,233,5.71,633,280,4486.69,599.974,20.58125727,15.692692999999998,26.19026488,0.116674048
438,438,Georgia,Tifton,2/21/2008,PGI 801,11/17/2010,315,6.03,1000,390,3400.1,599.974,20.58125727,15.692692999999998,83.83280147,0.2708707663974937
439,439,Georgia,Tifton,2/21/2008,Bulldog 805,11/17/2010,226,2.57,600,390,3903.11,670.7350371944749,20.58125727,15.692692999999998,26.19026488,0.116674048
